Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,6.03000021,6.400000095,770796800
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.980000019,2.089999914,909114688
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.36500001,0.344999999,83920632
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.24000001,1.304999948,1756093696
ACF AT Equity,Acrow Formwork and Construction Services Ltd,Trading Companies & Distributors,201070,0.414999992,0.284999996,168517008
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,3.980000019,4.010000229,667651776
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.900000095,3.049999952,1940647168
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.620000005,0.779999971,318340992
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.75,14.97999954,7007897088
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.735000014,0.860000014,451032800
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,1.600000024,1.789999962,499306688
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.110000014,1.080000043,111269480
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,8.159999847,7.920000076,2210201856
AYN AT Equity,Alcyone Resources Ltd,Metals & Mining,151040,0.077,0.059999999,79463984
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.019999981,2.079999924,332493184
ALS AT Equity,Alesco Corp Ltd,N/A,--,1.605000019,1.399999976,131870760
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,1.465000033,1.350000024,494412544
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,2.049999952,2.230000019,200700000
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,1.799999952,1.710000038,349384480
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.870000005,1.5,154792496
ALQ AT Equity,ALS Ltd,Professional Services,202020,67.23000336,68.56999969,4628708352
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.235000014,1.159999967,2830627584
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,1.120000005,1.110000014,268072992
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,7.440000057,7.519999981,9074271232
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,4.320000172,4.269999981,12361356288
1765290D AT Equity,Ampella Mining Ltd,N/A,--,1,1.065000057,256239520
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,7.150000095,6.5,12540455936
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,14.86999989,14.85000038,1941260160
AAU AT Equity,Antilles Gold Ltd,Metals & Mining,151040,0.180000007,0.165000007,105492488
APA AT Equity,APA Group,Gas Utilities,551020,5.099999905,5.21999979,3364214784
HDF AT Equity,APA Sub Group,N/A,--,2.109999895,2.069999933,1097102336
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,2.230000019,2.180000067,1025281472
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,5,4.849999905,1997251456
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.310000002,0.264999986,104941080
