Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,5,5.610000134,675616256
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.039999962,1.985000014,863441472
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.340000004,0.370000005,90001832
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,0.86500001,0.720000029,968879296
ACF AT Equity,Acrow Formwork and Construction Services Ltd,Trading Companies & Distributors,201070,0.200000003,0.155000001,94572944
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,4.199999809,3.799999952,632687488
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.180000067,3.359999895,2141622016
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.36500001,0.115000002,52500892
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.77000046,15.69999981,8570018816
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.514999986,0.219999999,115702464
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,2.099999905,2.24000001,720860672
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.054999948,1,103027296
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,4.989999771,5.920000076,1698298752
AYN AT Equity,Alcyone Resources Ltd,Metals & Mining,151040,0.035,0.035,50507332
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.140000105,2.089999914,334091712
ALS AT Equity,Alesco Corp Ltd,N/A,--,1.945000052,2.049999952,193096464
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.790000021,0.819999993,305481984
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,2.170000076,2.059999943,185400000
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,2.299999952,2.099999905,429068640
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.845000029,1.649999976,170271744
ALQ AT Equity,ALS Ltd,Professional Services,202020,54.25,46.90000153,3194077440
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,0.790000021,0.680000007,1659333504
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,1.080000043,1.179999948,284978496
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,7.090000153,7.539999962,9098404864
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,3.849999905,4.010000229,11608674304
1765290D AT Equity,Ampella Mining Ltd,N/A,--,0.50999999,0.485000014,119698248
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,6.639999866,6.400000095,12330690560
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,13.19999981,13.27000046,1734715392
AAU AT Equity,Antilles Gold Ltd,Metals & Mining,151040,0.144999996,0.170000002,109942760
APA AT Equity,APA Group,Gas Utilities,551020,4.989999771,4.900000095,3157979392
HDF AT Equity,APA Sub Group,N/A,--,2.400000095,2.539999962,1346202752
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,0.699999988,0.600000024,282187552
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,2.99000001,2.130000114,877143424
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.224999994,0.165000007,65340676
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,9.100000381,9.520000458,690021952
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.274999976,1.320000052,441156416
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,2.75999999,2.359999895,1299186944
TXN AT Equity,Armadillo Petroleum Ltd,N/A,--,0.465000004,0.474999994,116393904
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.834999979,0.850000024,146329280
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.395000011,0.36500001,219185168
AKM AT Equity,Aspire Mining Ltd,Metals & Mining,151040,0.150000006,0.115000002,71368376
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.880000114,2.799999952,163646000
ASX AT Equity,ASX Ltd,Capital Markets,402030,29.81999969,31.21999931,5467767808
ATI AT Equity,Atlantic Ltd,Metals & Mining,151040,0.409999996,0.444999993,68866992
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,1.495000005,1.304999948,624352960
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,2.019999981,1.725000024,1560402176
AUB AT Equity,AUB Group Ltd,Insurance,403010,6.940000057,7.300000191,408793440
AKP AT Equity,Audio Pixels Holdings Ltd,Household Durables,252010,4.949999809,5,116465000
AMI AT Equity,Aurelia Metals Ltd,Metals & Mining,151040,0.254999995,0.189999998,48017616
AZJ AT Equity,Aurizon Holdings Ltd,Road & Rail,203040,3.400000095,3.200000048,7808000000
1679100D AT Equity,Aurora Oil & Gas Pty Ltd,N/A,--,3.109999895,3.430000067,1531823616
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,3.569999933,3.099999905,384005376
AUC AT Equity,Ausgold Ltd,Metals & Mining,151040,0.409999996,0.379999995,49654140
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,1.019999981,1.054999948,3523299328
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,1.620000005,1.610000014,302990720
ANG AT Equity,Austin Engineering Ltd,Machinery,201060,4.300000191,4.21999979,305166752
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,0.115000002,0.140000001,68480888
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,22.03000069,23.54000092,63928078336
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.120000005,1.105000019,345760128
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.785000026,0.860000014,1352257152
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,0.349999994,0.349999994,170840560
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,5.809999943,6.880000114,248638400
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.470000029,2.589999914,675169472
AVE AT Equity,Avecho Biotechnology Ltd,Pharmaceuticals,352020,0.150000006,0.140000001,142830240
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,0.379999995,0.375,454531264
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.300000012,0.319999993,87868392
AWE AT Equity,AWE Ltd,"Oil, Gas & Consumable Fuels",101020,1.340000033,1.480000019,772370368
AZH AT Equity,Azimuth Resources Pty Ltd,N/A,--,0.370000005,0.349999994,140531408
AZM AT Equity,Azumah Resources Ltd,Metals & Mining,151040,0.185000002,0.129999995,43382836
BND AT Equity,Bandanna Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.340000004,0.289999992,153259552
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,6.619999886,7.650000095,2362300672
BSE AT Equity,Base Resources Ltd,Metals & Mining,151040,0.405000001,0.294999987,135829808
BRL AT Equity,Bathurst Resources Ltd,Metals & Mining,151040,0.379999995,0.289999992,202056912
IOH AT Equity,BC Pilbara Iron Ore Pty Ltd,Metals & Mining,151040,0.889999986,0.814999998,131484024
BCI AT Equity,BCI Minerals Ltd,Metals & Mining,151040,2.599999905,2.559999943,265884160
BPT AT Equity,Beach Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.939999998,1.100000024,1381010688
BDR AT Equity,Beadell Resources Ltd,Metals & Mining,151040,0.625,0.654999971,471406624
BGA AT Equity,Bega Cheese Ltd,Food Products,302020,1.600000024,1.50999999,228760768
BFG AT Equity,Bell Financial Group Ltd,Capital Markets,402030,0.439999998,0.409999996,106445424
BEN AT Equity,Bendigo & Adelaide Bank Ltd,Banks,401010,7.409999847,8.199999809,3298313216
PAG AT Equity,Bengerang Ltd,N/A,--,1.149999976,1.065000057,283710048
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,31.45000076,31.93000031,1.61792E+11
BRV AT Equity,Big River Gold Ltd,Metals & Mining,151040,0.620000005,0.629999995,69391984
BBG AT Equity,Billabong International Ltd,"Textiles, Apparel & Luxury Goods",252030,1.075000048,1.355000019,648969536
BNO AT Equity,Bionomics Ltd,Biotechnology,352010,0.300000012,0.25,86346152
BTA AT Equity,Biota Holdings Ltd/Old,N/A,--,0.689999998,0.675000012,123086448
BGG AT Equity,Blackgold International Holdings Ltd,"Oil, Gas & Consumable Fuels",101020,0.200000003,0.219999999,195360800
BKL AT Equity,Blackmores Ltd,Personal Products,303020,26.25,29.20000076,490034400
BNL AT Equity,Blue Star Helium Ltd,"Oil, Gas & Consumable Fuels",101020,0.38499999,0.419999987,108360000
BSL AT Equity,BlueScope Steel Ltd,Metals & Mining,151040,0.300000012,0.264999986,887534080
1923730D AT Equity,Boart Longyear Ltd,Metals & Mining,151040,2.859999895,2.289999962,1056064192
BOL AT Equity,Boom Logistics Ltd,Trading Companies & Distributors,201070,0.215000004,0.25,117165904
BLD AT Equity,Boral Ltd,Construction Materials,151020,2.950000048,3.359999895,2548802304
BOC AT Equity,Bougainville Copper Ltd,Metals & Mining,151040,0.649999976,0.839999974,336892512
BKN AT Equity,Bradken Ltd,Machinery,201060,5.190000057,4.980000019,839774400
BXB AT Equity,Brambles Ltd,Commercial Services & Supplies,202010,6.159999847,6.230000019,9688592384
BRG AT Equity,Breville Group Ltd,Household Durables,252010,4.380000114,4.78000021,621855552
BKW AT Equity,Brickworks Ltd,Construction Materials,151020,10.10000038,10.10000038,1490429824
BCS AT Equity,BrisConnections Unit Trust,N/A,--,0.920000017,0.930000007,362946336
BRS AT Equity,Broadspectrum Pty Ltd,Commercial Services & Supplies,202010,1.815000057,1.845000029,960858624
BPA AT Equity,Brookfield Prime Property Fund,Equity Real Estate Investment Trusts (REITs),601010,4.150000095,3.5,172384448
BRK AT Equity,Brookside Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.735000014,0.75,232672416
BRU AT Equity,Buru Energy Ltd,"Oil, Gas & Consumable Fuels",101020,3.140000105,3.410000086,855934208
BWP AT Equity,BWP Trust,Equity Real Estate Investment Trusts (REITs),601010,1.86500001,1.975000024,1037378880
CE1 AT Equity,Calima Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.204999998,0.174999997,119353048
CLR AT Equity,Carabella Resources Ltd,"Oil, Gas & Consumable Fuels",101020,0.600000024,0.435000002,66277252
CNX AT Equity,Carbon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.067000002,0.064999998,50309988
CDD AT Equity,Cardno Ltd,Commercial Services & Supplies,202010,7.559999943,8.350000381,1156528384
CAR AT Equity,carsales.com Ltd,Interactive Media & Services,502030,6,6.309999943,1474578816
CCV AT Equity,Cash Converters International Ltd,Consumer Finance,402020,0.644999981,0.720000029,273427904
CWP AT Equity,Cedar Woods Properties Ltd,Real Estate Management & Development,601020,3.559999943,3.700000048,267101152
CFU AT Equity,Ceramic Fuel Cells Ltd,Electrical Equipment,201040,0.079999998,0.052000001,79844792
CJO AT Equity,Cerro Resources NL,N/A,--,0.071999997,0.071999997,53911340
CGX AT Equity,CGA Mining Ltd,N/A,--,1.830000043,2,675551360
CDI AT Equity,Challenger Diversified Properties Group,Equity Real Estate Investment Trusts (REITs),601010,0.550000012,0.555000007,476552512
CIF AT Equity,Challenger Infrastructure Fund,N/A,--,1.309999943,1.345000029,425320992
CGF AT Equity,Challenger Ltd,Diversified Financial Services,402010,3.25,3.349999905,1824586624
2113693D AT Equity,Chandler Macleod Group Ltd,Professional Services,202020,0.425000012,0.409999996,191851056
CHC AT Equity,Charter Hall Group,Equity Real Estate Investment Trusts (REITs),601010,2.269999981,2.569999933,768017984
CQR AT Equity,Charter Hall Retail REIT,Equity Real Estate Investment Trusts (REITs),601010,3.309999943,3.460000038,1036714944
CQE AT Equity,Charter Hall Social Infrastructure REIT,Equity Real Estate Investment Trusts (REITs),601010,1.019999981,1.054999948,185115984
IVA AT Equity,Chinova Resources Pty Ltd,N/A,--,0.600000024,0.430000007,238515680
CNU AT Equity,Chorus Ltd,Diversified Telecommunication Services,501010,2.450000048,2.400000095,924197120
CIM AT Equity,CIMIC Group Ltd,Construction & Engineering,201030,16.27000046,17.11000061,5767568384
CCX AT Equity,City Chic Collective Ltd,Specialty Retail,255040,0.514999986,0.5,96118048
CWY AT Equity,Cleanaway Waste Management Ltd,Commercial Services & Supplies,202010,0.725000024,0.774999976,1223321600
CVW AT Equity,ClearView Wealth Ltd/Australia,Diversified Financial Services,402010,0.460000008,0.545000017,240038272
CLO AT Equity,Clough Ltd,N/A,--,0.745000005,0.699999988,542446784
CPL AT Equity,Coalspur Mines Pty Ltd,"Oil, Gas & Consumable Fuels",101020,0.665000021,0.605000019,375541600
CGW AT Equity,Coats Group PLC,"Textiles, Apparel & Luxury Goods",252030,0.354999989,0.389999986,632843904
CCU AT Equity,Cobar Consolidated Resources Ltd,Metals & Mining,151040,0.535000026,0.63499999,133414256
CCL AT Equity,Coca-Cola Europacific Partners API Pty Ltd,Beverages,302010,13.38000011,13.93000031,10605173760
COH AT Equity,Cochlear Ltd,Health Care Equipment & Supplies,351010,65.83999634,65.94000244,3753924608
CDA AT Equity,Codan Ltd/Australia,"Electronic Equipment, Instruments & Components",452030,1.399999976,1.524999976,250322640
1783715D AT Equity,Coffey International Ltd,Commercial Services & Supplies,202010,0.349999994,0.349999994,89541624
CKA AT Equity,Cokal Ltd,Metals & Mining,151040,0.215000004,0.189999998,78098912
CKF AT Equity,Collins Foods Ltd,"Hotels, Restaurants & Leisure",253010,1.095000029,1.169999957,108810000
CBA AT Equity,Commonwealth Bank of Australia,Banks,401010,53.09999847,57.52999878,91596660736
CPU AT Equity,Computershare Ltd,IT Services,451020,7.409999847,7.670000076,4261943808
CMJ AT Equity,Consolidated Media Holdings Pty Ltd,N/A,--,3.369999886,3.390000105,1904620672
COE AT Equity,Cooper Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.444999993,0.465000004,152842848
AOH AT Equity,Copper Mountain Mining Pty Ltd,Metals & Mining,151040,0.239999995,0.270000011,142363168
CTD AT Equity,Corporate Travel Management Ltd,"Hotels, Restaurants & Leisure",253010,1.940000057,2.119999886,158938528
CUP AT Equity,Countplus Ltd,Professional Services,202020,1.279999971,1.289999962,140950560
CTY AT Equity,Country Road Group Pty Ltd,Specialty Retail,255040,3.25999999,3.279999971,226506304
CCP AT Equity,Credit Corp Group Ltd,Consumer Finance,402020,5.789999962,6.5,296212128
CMW AT Equity,Cromwell Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.685000002,0.714999974,836327552
CRH AT Equity,Crowe Horwath Australasia Ltd,Professional Services,202020,0.839999974,0.889999986,236028640
CWN AT Equity,Crown Resorts Ltd,"Hotels, Restaurants & Leisure",253010,8.489999771,8.449999809,6154931200
CSV AT Equity,CSG Ltd,IT Services,451020,0.785000026,0.725000024,204861440
CSL AT Equity,CSL Ltd,Biotechnology,352010,39.41999817,42.70000076,21632352256
CSR AT Equity,CSR Ltd,Construction Materials,151020,1.399999976,1.245000005,629970368
CDU AT Equity,CuDeco Ltd,Metals & Mining,151040,3.190000057,3.329999924,629989056
CUE AT Equity,Cue Energy Resources Ltd,"Oil, Gas & Consumable Fuels",101020,0.180000007,0.159999996,111699152
1837613D AT Equity,Cupric Pty Ltd,Metals & Mining,151040,0.469999999,0.414999992,130049624
CVC AT Equity,CVC Ltd,Capital Markets,402030,0.894999981,0.889999986,108871920
CLE AT Equity,Cyclone Metals Ltd,Metals & Mining,151040,0.314999998,0.330000013,227405920
DNK AT Equity,Danakali Ltd,Chemicals,151010,1.019999981,0.855000019,108356544
DTE AT Equity,Dart Energy Pty Ltd,"Oil, Gas & Consumable Fuels",101020,0.180000007,0.150000006,115386064
DTL AT Equity,Data#3 Ltd,IT Services,451020,1.110000014,1.179999948,181690512
DJS AT Equity,David Jones Pty Ltd,Multiline Retail,255030,2.589999914,2.440000057,1289919616
DCG AT Equity,Decmil Group Ltd,Construction & Engineering,201030,2.650000095,2.609999895,436177440
DYL AT Equity,Deep Yellow Ltd,"Oil, Gas & Consumable Fuels",101020,0.046,0.039000001,48970176
DVN AU Equity,Devine Ltd,Real Estate Management & Development,601020,0.579999983,0.529999971,84127224
1901467D AT Equity,Dexus,Equity Real Estate Investment Trusts (REITs),601010,0.930000007,0.99000001,4790633984
CPA AT Equity,DEXUS CPA Trust,N/A,--,1.014999986,1.070000052,2511293696
DML AT Equity,Discovery Metals Ltd,Metals & Mining,151040,1.404999971,1.330000043,588030528
DMP AT Equity,Domino's Pizza Enterprises Ltd,"Hotels, Restaurants & Leisure",253010,10.05000019,9.180000305,641679232
2065630D AT Equity,Doray Minerals Ltd,Metals & Mining,151040,0.75999999,0.75999999,62036144
DTZ AT Equity,Dotz Nano Ltd,"Electronic Equipment, Instruments & Components",452030,0.930000007,1.174999952,434726624
DOW AT Equity,Downer EDI Ltd,Commercial Services & Supplies,202010,3.130000114,3.029999971,1300173952
DMG AT Equity,Dragon Mountain Gold Ltd,Metals & Mining,151040,0.569999993,0.017000001,4480018.5
DLS AT Equity,Drillsearch Energy Pty Ltd,"Oil, Gas & Consumable Fuels",101020,1,1.154999971,389753824
DUE AT Equity,DUET Group,Multi-Utilities,551030,1.840000033,2.079999924,2308449280
DLX AT Equity,DuluxGroup Ltd,Chemicals,151010,3.00999999,3.079999924,1136473472
DWS AT Equity,DWS Pty Ltd,IT Services,451020,1.465000033,1.549999952,205162336
UXC AT Equity,DXC United Pty Ltd,IT Services,451020,0.564999998,0.63499999,194047056
APE AT Equity,Eagers Automotive Ltd,Specialty Retail,255040,3.400000095,3.599999905,602138176
ELD AT Equity,Elders Ltd,Food Products,302020,0.219999999,0.230000004,103177656
EAU AT Equity,Eldorado Gold Corp,Metals & Mining,151040,12.10000038,10.93999958,7797719552
EHL AT Equity,Emeco Holdings Ltd,Trading Companies & Distributors,201070,0.875,0.75999999,479740576
EGO AT Equity,Empire Oil & Gas NL,"Oil, Gas & Consumable Fuels",101020,0.015,0.014,66439216
1948326D AT Equity,Endeavour Mining Corp,Metals & Mining,151040,2.099999905,2.269999981,556244864
ERA AT Equity,Energy Resources of Australia Ltd,"Oil, Gas & Consumable Fuels",101020,1.590000033,1.389999986,719637888
ETM AT Equity,Energy Transition Minerals Ltd,Metals & Mining,151040,0.400000006,0.395000011,164474256
EWC AT Equity,Energy World Corp Ltd,Independent Power and Renewable Electricity Producers,551050,0.370000005,0.474999994,823729216
EGN AT Equity,Engenco Ltd,Machinery,201060,0.5,0.25,31056200
EQX AT Equity,Equatorial Resources Ltd,Metals & Mining,151040,1.940000057,1.899999976,222747248
1349523D AT Equity,Equity Trustees Ltd,Capital Markets,402030,11.06000042,12.19999981,108684920
1913975D AT Equity,Era Resources Inc,Metals & Mining,151040,0.150000006,0.119999997,136449408
1875763D AT Equity,Ethane Pipeline Income Fund,Gas Utilities,551020,2.269999981,2.349999905,162860400
EZL AT Equity,Euroz Hartleys Group Ltd,Capital Markets,402030,1.149999976,0.980000019,140902144
EVN AT Equity,Evolution Mining Ltd,Metals & Mining,151040,1.475000024,1.549999952,1096013824
EVT AT Equity,EVT Ltd,Entertainment,502020,6.449999809,6.650000095,1067723968
FXJ AT Equity,Fairfax Media Ltd,Media,502010,0.555000007,0.524999976,1234776832
FAN AT Equity,Fantastic Holdings Pty Ltd,Household Durables,252010,2.299999952,2.329999924,239383040
FRI AT Equity,Finbar Group Ltd,Real Estate Management & Development,601020,1.075000048,1.044999957,223810672
2138638D AT Equity,Finders Resources Ltd,Metals & Mining,151040,0.245000005,0.239999995,68591136
FPH AT Equity,Fisher & Paykel Healthcare Corp Ltd,Health Care Equipment & Supplies,351010,1.519999981,1.480000019,795891328
FWD AT Equity,Fleetwood Ltd,Household Durables,252010,11.73999977,13.09000015,775163584
FBU AT Equity,Fletcher Building Ltd,Building Products,201020,4.599999905,4.699999809,3209474304
FLT AT Equity,Flight Centre Travel Group Ltd,"Hotels, Restaurants & Leisure",253010,18.93000031,21.22999954,2124004224
FMS AT Equity,Flinders Mines Ltd,Metals & Mining,151040,0.129999995,0.109999999,200343040
FML AT Equity,Focus Minerals Ltd,Metals & Mining,151040,0.037,0.035,151227088
FGE AT Equity,Forge Group Ltd,Construction & Engineering,201030,4.369999886,4.309999943,371388384
FMG AT Equity,Fortescue Metals Group Ltd,Metals & Mining,151040,4.900000095,4.130000114,12859987968
