Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,5.949999809,6.260000229,148226688
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,0.860000014,0.785000026,181235024
TOT AT Equity,360 Capital REIT,Mortgage Real Estate Investment Trusts (REITs),402040,0.879999995,0.88499999,122838248
A2M AT Equity,a2 Milk Co Ltd/The,Food Products,302020,19.29000092,17.01000023,12625866752
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,0.88499999,0.894999981,107785464
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.690000057,2.779999971,1816735104
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,1.389999986,1.590000033,861568064
ADH AT Equity,Adairs Ltd,Specialty Retail,255040,2.480000019,3.480000019,588388224
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.210000038,2.549999952,1663279232
ADT AT Equity,Adriatic Metals PLC,Metals & Mining,151040,1.855000019,2.390000105,435794944
ANO AT Equity,Advance Zinctek Ltd,Chemicals,151010,3.809999943,3.50999999,209234672
AMX AT Equity,Aerometrex Ltd,Professional Services,202020,1.279999971,1.399999976,132160000
APT AT Equity,Afterpay Ltd,IT Services,451020,68.54000092,91.44000244,25920329728
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,16.62000084,14.80000019,9222444032
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,0.409999996,0.379999995,127981696
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,1.235000014,1.279999971,1437196800
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,10.46000004,9.149999619,2697303808
ALC AT Equity,Alcidion Group Ltd,Health Care Technology,351030,0.135000005,0.140000001,138697168
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,4.739999771,5.010000229,980803072
