Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,6.900000095,6.909999847,163617632
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,1.070000052,1.049999952,261137648
3PL AT Equity,3P Learning Ltd,Diversified Consumer Services,253020,2.220000029,2.24000001,301984864
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,3.660000086,3.339999914,402238464
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.920000076,3.109999895,1720365440
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,1.200000048,1.230000019,571907904
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,0.135000005,0.119999997,352475232
MIG AT Equity,ACN 059457279 Ltd,Interactive Media & Services,502030,1.125,1.149999976,302681888
ACX AT Equity,Aconex Ltd,Interactive Media & Services,502030,3.130000114,3.569999933,588145856
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,0.850000024,0.680000007,113234768
ABC AT Equity,Adbri Ltd,Construction Materials,151020,4.309999943,4.730000019,3069229568
ADS AT Equity,Adslot Ltd,Software,451030,0.090000004,0.085000001,89823816
AFJ AT Equity,Affinity Education Group Ltd,Diversified Consumer Services,253020,0.810000002,0.74000001,171274224
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,15.55000019,16.68000031,11254202368
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,2.569999933,3,967017088
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,0.389999986,0.300000012,80215144
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,3.059999943,2.630000114,765252928
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,3.690000057,3.650000095,714313536
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.275000006,0.230000004,95270288
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,0.400000006,0.479999989,51086228
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.099999905,1.980000019,333934272
ALQ AT Equity,ALS Ltd,Professional Services,202020,5.849999905,5.360000134,2182840320
ATH AT Equity,Alterity Therapeutics ltd,Biotechnology,352010,0.150000006,0.159999996,85422640
ALU AT Equity,Altium Ltd,Software,451030,4.429999828,4.5,581727424
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.529999971,1.485000014,4167245056
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,0.600000024,0.675000012,276244416
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,13.72000027,14.40999985,16999335936
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,6.019999981,6.610000134,19550648320
ALD AT Equity,Ampol Ltd,"Oil, Gas & Consumable Fuels",101020,31.85000038,34.54999924,9328499712
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,2.309999943,1.690000057,3434360576
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,24.09000015,25.05999947,3838060544
ADO AT Equity,Anteotech Ltd,Life Sciences Tools & Services,352030,0.078000002,0.115000002,98591168
AVR AT Equity,Anteris Technologies Ltd,Health Care Equipment & Supplies,351010,0.07,0.086999997,160549712
APA AT Equity,APA Group,Gas Utilities,551020,8.239999771,9.069999695,10106768384
APO AT Equity,APN Outdoor Group Pty Ltd,Media,502010,3.140000105,3.089999914,514838816
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,13.02999973,14.22000027,1125601280
AAI AT Equity,Arconic Inc/PA,Aerospace & Defense,201010,20.89999962,18,23576721408
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,2.170000076,2.420000076,1070419520
ARF AT Equity,Arena REIT,Equity Real Estate Investment Trusts (REITs),601010,1.534999967,1.644999981,375537216
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,7.650000095,8.569999695,5431856640
AHY AT Equity,Asaleo Care Ltd,Personal Products,303020,1.899999976,1.710000038,1031932736
AFA AT Equity,ASF Group Ltd,Diversified Financial Services,402010,0.349999994,0.300000012,181212560
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.910000026,1.085000038,224335504
ASH AT Equity,Ashley Services Group Ltd,Professional Services,202020,0.595000029,0.569999993,85500000
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,1.330000043,1.350000024,152767568
