,ticker,morningstar_name,year,capex,eoy_price,eps,ltdebt,marketcap,ppe,revenue,roe,stdebt,assets,liabilities
8154,EQN1,equinox minerals,2003,-13161000.0,0.07,0.01,19578000.0,9054551.35,508000.0,28000.0,-0.35960000000000003,,24156000.0,21550000.0
8155,EQR,eq resources,2003,,,,,,,,,,,
8156,EQS,equity story,2003,,,,,,,,,,,
8157,EQT,eqt,2003,-58398.0,5.12,-46.87,,31103667.2,,,-0.2352,,18462242.0,5454375.0
8158,EQX,equatorial resources,2003,-13897.0,0.22,-30.98,,5404117.4,19460.0,134515.0,-0.44,,2213525.0,216089.0
8159,ERA,energy resources of australia,2003,-7204000.0,3.4,10.41,,648508975.6,335568000.0,197262000.0,0.0323,,756327000.0,141982000.0
8160,ERC,eircom,2003,,,,,,,,,,,
8161,ERD,eroad,2003,,,,,,,,,,,
8162,ERF,elanor retail property fund,2003,,,,,,,,,,,
8163,ERG,eneco refresh,2003,,,,,,,,,,,
8164,ERL,empire resources,2003,,,,,,,,,,,
8165,ERM,emmerson resources,2003,,,,,,,,,,,
8166,ERS,environmental recovery services,2003,,,,,,,,,,,
8167,ERTH,betashares climate change innovation etf,2003,,,,,,,,,,,
8168,ERW,errawarra resources,2003,,,,,,,,,,,
8169,ERX,exore resources,2003,-93690.0,0.12,-1.0,,15055300.12,85041.0,359.0,-0.0747,,13442583.0,200952.0
8170,ESE,esense-lab,2003,,,,,,,,,,,
8171,ESG,eastern star gas,2003,-2019025.0,0.1,-2.96,,12992262.57,7899827.0,88094.0,-0.28309999999999996,5300.0,11512459.0,456437.0
8172,ESGI,vaneck msci international sustainable equity etf,2003,,,,,,,,,,,
8173,ESK,etherstack plc,2003,,,,,,,,,,,
8174,ESL,eco systems,2003,-697767.0,0.18,-4.15,,5347676.34,7725845.0,1141560.0,-0.1201,,10479854.0,342788.0
8175,ESL1,earth sanctuaries,2003,-697767.0,0.18,-4.15,,5347676.34,7725845.0,1141560.0,-0.1201,,10479854.0,342788.0
8176,ESPO,vaneck video gaming and esports etf,2003,,,,,,,,,,,
8177,ESR,estrella resources,2003,,,,,,,,,,,
8178,ESS,essential metals,2003,,,,,,0.0,,0.0,,5155302.0,
8179,ESS1,essa australia,2003,,,,,,,,,,,
8180,ESTX,etfs euro stoxx 50 etf,2003,,,,,,,,,,,
8181,ETF,ubs iq morningstar australia quality etf,2003,,,,,,,,,,,
8182,ETHI,betashares global sustainability leaders etf,2003,,,,,,,,,,,
8183,ETPMAG,etfs physical silver,2003,,,,,,,,,,,
8184,ETR,etrade australia,2003,-249700.0,0.41,1.24,,39936736.75,1386837.0,18562950.0,0.07519999999999999,,75195932.0,59237498.0
8185,EUR,european lithium,2003,,,,,,,,,,,
8186,EUZ,europa metals,2003,,,,,,,,,,,
8187,EV1,evolution energy minerals,2003,,,,,,,,,,,
8188,EVE,eve health,2003,,,,,,,,,,,
8189,EVF,evergreen forests,2003,,,,,,,,,,,
8190,EVM,enviromission,2003,-1234.0,0.17,-5.09,20797.0,8161702.39,32758.0,146728.0,-0.28859999999999997,,8765302.0,536436.0
8191,EVN,evolution mining,2003,-2156232.0,0.42,-0.77,,40258589.7,123902.0,,-0.0558,,10396689.0,220680.0
8192,EVO,evolve education,2003,,,,,,,,,,,
8193,EVR,ev resources,2003,0.0,0.01,0.77,,5576112.16,0.0,487139.0,-1.4124,,1279621.0,267299.0
8194,EVR1,endeavour mining,2003,,,,,,,,,,,
8195,EVS,envirosuite,2003,,,,,,,,,,,
8196,EVT,event hospitality and entertainment,2003,-20761000.0,2.37,52.75,173117000.0,295810227.54,330954000.0,369467000.0,0.0764,37454000.0,717377000.0,298738000.0
8197,EVZ,evz,2003,0.0,0.17,-2.34,163415.0,7283130.86,1531753.0,1466466.0,-0.41590000000000005,1190526.0,4028813.0,2044217.0
8198,EWC,energy world,2003,-1713000.0,0.02,0.42,36043000.0,17537205.0,14134000.0,79977000.0,0.0452,6280000.0,137269000.0,59266000.0
8199,EWE,east west energy,2003,,,,,,,,,,,
8200,EWN,erawan company,2003,-29214.0,0.12,2.02,655186.0,3893889.6,2430639.0,26111957.0,0.0425,6637157.0,29110462.0,13788478.0
8201,EX1,exopharm,2003,,,,,,,,,,,
8202,EX20,betashares australian ex-20 portfolio diversifier etf,2003,,,,,,,,,,,
8203,EXC,exterra resources,2003,,,,,,,,,,,
8204,EXG,excelsior gold,2003,,,,,,,,,,,
8205,EXL,elixinol wellness,2003,,,,,,,,,,,
8206,EXL1,excel coal,2003,,,,,,,,,,,
8207,EXO,ennox,2003,,,,,,,,,,,
8208,EXP,experience co,2003,,,,,,,,,,,
8209,EXR,elixir energy,2003,,,,,,,,,,,
8210,EXS,exco resources,2003,-649424.0,0.04,-1.87,,2165200.2,27509.0,,-0.1766,,5845668.0,134360.0
8211,EXT,extract resources,2003,0.0,,-0.01,,2603455.52,230000.0,20250.0,5.9733,230165.0,230000.0,330165.0
8212,EXU,explaurum,2003,,,,,,,,,,,
8213,EYE,nova eye medical,2003,-484000.0,0.31,2.69,2087000.0,18983470.0,3684000.0,26110000.0,0.053399999999999996,73000.0,37075000.0,6485000.0
8214,EZL,euroz hartleys,2003,-645224.0,0.6,3.01,,16168703.4,,,0.060599999999999994,,18822388.0,6955618.0
8215,EZZ,ezz life science,2003,,,,,,,,,,,
8216,F100,betashares ftse 100 etf,2003,,,,,,,,,,,
8217,FAC,facilitate digital,2003,,,,,,,,,,,
8218,FAIR,betashares australian sustainability leaders etf,2003,,,,,,,,,,,
8219,FAL,falcon metals,2003,,,,,,,,,,,
8220,FAN,fantastic,2003,-2001474.0,2.53,15.07,390127.0,177113915.0,4950288.0,135740690.0,0.45439999999999997,120843.0,39910803.0,16676659.0
8221,FANG,etfs fang+ etf,2003,,,,,,,,,,,
8222,FAR,far,2003,-490000.0,0.06,-1.44,,9981362.35,5705936.0,2585234.0,-0.2346,607353.0,10578775.0,846861.0
8223,FAS,fairstar resources,2003,,,,,,,,,,,
8224,FAU,first au,2003,-17616.0,1.6,-2.75,,23966400.0,,,-0.0755,,5535226.0,68176.0
8225,FBR,fbr,2003,-56000.0,0.38,-27.62,407000.0,5331487.02,1668000.0,3075000.0,-0.0478,1290000.0,11834000.0,4055000.0
8226,FBU,fletcher building,2003,-74209883.0,3.28,37.0,708922647.0,1331453066.64,845992666.0,2812118037.0,0.2041,71590710.0,2077876724.0,1327920377.0
8227,FCC,first cobalt corp,2003,,,,,,,,,,,
8228,FCG,frontier capital,2003,,,,,,,,,,,
8229,FCL,fineos   plc,2003,,,,,,,,,,,
8230,FCO,farsands solutions,2003,,,0.0,291548.0,,1008043.0,,0.0,161925.0,8603535.0,2347425.0
8231,FCT,firstwave cloud technology,2003,,,,,,,,,,,
8232,FDM,freedom oil and gas,2003,,,,,,,,,,,
8233,FDR,finder energy,2003,-582508.0,0.04,-20.44,,3508262.1,119046.0,2170092.0,-1.8359999999999999,1632081.0,5247965.0,2631752.0
8234,FDR1,federation,2003,-582508.0,0.04,-20.44,,3508262.1,119046.0,2170092.0,-1.8359999999999999,1632081.0,5247965.0,2631752.0
8235,FDV,frontier digital ventures,2003,,,,,,,,,,,
8236,FDX,frontier diamonds,2003,,,,,,,,,,,
8237,FE8,faster enterprises,2003,,,,,,,,,,,
8238,FEA,forest enterprises australia,2003,-1025941.0,0.18,0.26,11280432.0,36715535.28,68893346.0,34402188.0,0.0173,4556004.0,119075486.0,40608264.0
8239,FEG,far east gold,2003,,,,,,,,,,,
8240,FEI,fe investments,2003,,,,,,,,,,,
8241,FEMX,fidelity global emerging markets fund (managed fund),2003,,,,,,,,,,,
8242,FEX,fenix resources,2003,,,,,,,,,,,
8243,FFC,farmaforce,2003,,,,,,,,,,,
8244,FFF,forbidden foods,2003,,,,,,,,,,,
8245,FFG,fatfish,2003,0.0,0.2,0.44,,3883081.2,,101545.0,0.034300000000000004,,2368744.0,20442.0
8246,FFI,ffi,2003,-1000118.0,1.7,11.37,,9933451.9,5744429.0,13232855.0,0.0967,,9421997.0,2438020.0
8247,FFL1,freedom,2003,-19585000.0,1.83,17.74,21356000.0,193633562.7,35585000.0,397666000.0,0.1882,8845000.0,177264000.0,81543000.0
8248,FFR,firefly resources,2003,,,,,,,,,,,
8249,FFT,future first technologies,2003,,,,,,,,,,,
8250,FFX,firefinch,2003,,,,,,,,,,,
8251,FG1,flynn gold,2003,,,,,,,,,,,
8252,FGE,forge,2003,,,,,,,,,,,
8253,FGF,first growth funds,2003,0.0,0.01,-1.12,,1274380.55,,,0.9505,,414097.0,1872669.0
8254,FGG,future generation global investment company,2003,,,,,,,,,,,
8255,FGI,flat glass industries,2003,,,,,,,,,,,
8256,FGL,frugl,2003,-309800000.0,4.21,22.12,2234300000.0,8725856735.76,2771800000.0,5062500000.0,0.12789999999999999,770900000.0,9588900000.0,5095800000.0
8257,FGL1,foster's,2003,-309800000.0,4.21,22.12,2234300000.0,8725856735.76,2771800000.0,5062500000.0,0.12789999999999999,770900000.0,9588900000.0,5095800000.0
8258,FGR,first graphene,2003,-384621.0,0.1,0.29,3772577.0,6936869.6,1190526.0,25842960.0,0.036699999999999997,1320796.0,37351923.0,33326374.0
8259,FGX,future generation investment company,2003,0.0,1.56,16.7,4000000.0,282381024.12,,,0.0864,,365903000.0,15265000.0
8260,FHE,frontier energy,2003,,,,,,,,,,,
8261,FHF,f h faulding & co,2003,,,,,,,,,,,
8262,FHL,formida,2003,,,,,,,,,,,
8263,FHS,freehill mining,2003,-402942.0,0.04,-3.4,85960.0,5011419.06,285579.0,1286567.0,-3.2327999999999997,35675.0,1709072.0,520152.0
8264,FID,fiducian,2003,-749000.0,0.45,-6.71,,15669461.25,,,0.0203,,16126000.0,2958000.0
8265,FIF,franked income fund (the),2003,,,,,,,,,,,
8266,FIG,freedom insurance,2003,,,,,,,,,,,
8267,FIJ,fiji kava,2003,,,,,,,,,,,
8268,FIN,fin resources,2003,0.0,,-0.02,,2778925.71,4000.0,56751.0,-0.121,,1178208.0,50649.0
8269,FIT,fitgenes,2003,-77840.0,,,,,125311.0,1972380.0,0.044199999999999996,,4442375.0,682405.0
8270,FIT1,flinders industrial property trust,2003,-77840.0,,,,,,,0.0147,,4442375.0,682405.0
8271,FLC,fluence,2003,,,,,,,,,,,
8272,FLK,folkestone,2003,0.0,0.6,5.1,,13296000.0,,,0.0719,,37920000.0,22254000.0
8273,FLN,freelancer,2003,,,,,,,,,,,
8274,FLOT,vaneck australian floating rate etf,2003,,,,,,,,,,,
8275,FLR,frankland river olive company,2003,,,,,,,,,,,
8276,FLT,flight centre travel,2003,-39713000.0,22.0,76.97,30786000.0,2052600000.0,76957000.0,606537000.0,0.1905,3297000.0,795552000.0,427942000.0
8277,FLX,felix,2003,-1718544.0,0.04,-4.96,,14696515.44,254578.0,5829318.0,-0.18600000000000003,,20506019.0,1932366.0
8278,FLX1,felix resources,2003,-1718544.0,0.04,-4.96,,14696515.44,254578.0,5829318.0,-0.18600000000000003,,20506019.0,1932366.0
8279,FME,future metals nl,2003,,,,,,,,,,,
8280,FMG,fortescue metals,2003,-111478.0,0.21,-1.4,,14003844.12,26679.0,1726290.0,-0.264,,3348470.0,188040.0
8281,FMH,finemore,2003,,,,,,,,,,,
8282,FML,focus minerals,2003,-1541983.0,0.07,-6.23,768164.0,10133440.17,64329.0,14633.0,-1.0705,758265.0,7327560.0,2009950.0
8283,FMS,flinders mines,2003,-1334874.0,0.07,-2.18,,4181398.42,77670.0,,-0.14800000000000002,,3955728.0,161414.0
8284,FNC,foundation healthcare,2003,,,,,,,,,,,
8285,FND,finders resources,2003,,,,,,,,,,,
8286,FNX,finexia financial,2003,,,,,,,,,,,
8287,FOA,foodland associated,2003,-164400000.0,18.75,100.21,951100000.0,2187839625.0,707800000.0,6690000000.0,0.12390000000000001,112800000.0,2586800000.0,1617500000.0
8288,FOD,the food revolution,2003,,,,,,,,,,,
8289,FOL,futureone,2003,,,,,,,,,,,
8290,FOOD,betashares global agriculture etf - currency hedged,2003,,,,,,,,,,,
8291,FOR,forager australian shares fund,2003,,,,,,,,,,,
8292,FOS,fos capital,2003,,,,,,,,,,,
8293,FOX,"twenty-first century fox, inc",2003,-825591848.0,11.2,47.58,18573569074.0,23491003760.0,9438118070.0,45837578663.0,0.054900000000000004,49445609.0,101508840275.0,43491159724.0
8294,FPA,fisher & paykel appliances,2003,-20688296.0,8.72,104.32,91822014.0,566848631.44,212988726.0,804945467.0,0.1276,155545779.0,884346989.0,356641004.0
8295,FPC,fat prophets global contrarian fund,2003,,,,,,,,,,,
8296,FPH,fisher & paykel healthcare,2003,-15085693.0,8.5,65.27,,870712791.5,65482540.0,191124553.0,0.37810000000000005,2846668.0,209652644.0,32934653.0
8297,FPP,fat prophets global property fund,2003,,,,,,,,,,,
8298,FRB,firebird metals,2003,,,,,,,,,,,
8299,FRE,firebrick pharma,2003,,,,,,,,,,,
8300,FRI,finbar,2003,-21013.0,0.27,3.47,,24228875.52,,,0.1074,,32218929.0,2957073.0
8301,FRM,farm pride foods,2003,-38000.0,0.32,-12.69,72000.0,5396713.6,9524000.0,36284000.0,-0.1067,1812000.0,19580000.0,7983000.0
8302,FRS,forrestania resources,2003,,,,,,2027.0,,0.0,,2843488.0,
8303,FRS1,ferraus,2003,,,,,,2027.0,,0.0,,2843488.0,
8304,FRU,frucor beverages,2003,,,,,,,,,,,
8305,FRX,flexiroam,2003,,,,,,,,,,,
8306,FSA,fsa,2003,-158521.0,0.05,-1.77,931000.0,4308917.65,340040.0,10865060.0,-0.6074,,7566703.0,5643183.0
8307,FSE,firestone energy,2003,-10247340.0,0.05,-2.44,3733904.0,35333918.11,23465620.0,650697.0,-1.4672999999999998,625753.0,25903752.0,16590275.0
8308,FSF,fonterra shareholders' fund,2003,,,,,,,,,,,
8309,FSG,field solutions,2003,,,,,,,,,,,
8310,FSI,flagship investments,2003,0.0,1.0,-12.68,,13373535.0,,,-0.1177,,14471000.0,143000.0
8311,FSN,fusion resources,2003,,,,,,,,,,,
8312,FST,folkestone social infrastructure fund,2003,,,,,,,,,,,
8313,FST1,first australian building society,2003,,,,,,,,,,,
8314,FTC,fintech chain,2003,,,,,,,,,,,
8315,FTE,forte energy nl,2003,-657392.0,0.02,-13.53,,3980222.45,44924.0,41508092.0,-22.8129,,1114916.0,269457.0
8316,FTH,fifth element resources,2003,,,,,,,,,,,
8317,FTL,firetail resources,2003,,,,,,,,,,,
8318,FTZ,fertoz,2003,,,,,,,,,,,
8319,FUEL,betashares global energy companies etf-currency hedged,2003,,,,,,,,,,,
8320,FUL,fulcrum equity,2003,-12777.0,0.03,-43.91,8253007.0,3507811.08,11584.0,4436523.0,1.8427,4089434.0,13402457.0,14869004.0
8321,FWD,fleetwood,2003,-21018000.0,4.08,29.23,28950000.0,181747549.44,58880000.0,191448000.0,0.1396,260000.0,148128000.0,67834000.0
8322,FXG,felix gold,2003,,,,,,,,,,,
8323,FXJ,fairfax media,2003,-1125878000.0,2.88,14.13,574154000.0,2498277205.44,819726000.0,1216742000.0,0.0613,645608000.0,3426151000.0,1644389000.0
8324,FXR,fox resources,2003,-2300550.0,0.22,-1.76,50713.0,5874084.7,1093514.0,351761.0,-0.0889,12032.0,5649804.0,811452.0
8325,FYA,fortune asia,2003,,,,,,,,,,,
8326,FYI,fyi resources,2003,-346281.0,0.07,-1.6,,11148884.6,425246.0,1209744.0,-0.9073,,3475333.0,511066.0
8327,FZO,family zone cyber safety,2003,,,,,,,,,,,
8328,FZR,fitzroy river,2003,-74689.0,0.01,-0.18,,1522445.46,2410737.0,1537174.0,-0.452,,5518495.0,1059993.0
8329,G1A,galena mining,2003,,,,,,,,,,,
8330,G50,gold 50,2003,,,,,,,,,,,
8331,G6M,6 metals,2003,0.0,0.12,4.61,,2362765.56,133702.0,3979930.0,-0.0013,,4136822.0,627773.0
8332,G79,goldoz,2003,0.0,0.07,-5.03,,3654846.83,18545573.0,10409.0,-0.1241,1244814.0,21331568.0,1748322.0
8333,G88,golden mile resources,2003,,,,,,,,,,,
8334,GAL,galileo mining,2003,,,,,,,,,,,
8335,GAP,gale pacific,2003,-7775000.0,1.8,12.75,13872000.0,78226707.6,28309000.0,84541000.0,0.1696,11864000.0,71410000.0,38567000.0
8336,GAS,state gas,2003,,,,,,,,,,,
8337,GAS1,gasnet australia,2003,-47160000.0,2.24,16.75,650000000.0,313753440.0,832947000.0,97606000.0,0.0789,315000.0,967662000.0,674414000.0
8338,GAU,great australian resources,2003,,,,,,,,,,,
8339,GBA,grandbridge,2003,-3609.0,0.04,-1.12,,559387.78,20366.0,295460.0,-0.20670000000000002,,904523.0,38684.0
8340,GBE,globe metals & mining,2003,,,,,,,,,,,
8341,GBG,gindalbie metals,2003,-7027218.0,0.07,-2.68,141689.0,9376860.35,10641837.0,26698970.0,-0.1555,195231.0,22159642.0,5031640.0
8342,GBI,genera biosystems,2003,,,,,,,,,,,
8343,GBM,gbm gold,2003,,,,,,,,,,,
8344,GBND,betashares sustainability leaders dvrsfd bond etf - cur hdg,2003,,,,,,,,,,,
8345,GBP,global petroleum,2003,-1355112.0,0.14,-2.35,,15999853.24,184156.0,,-0.0805,,23601611.0,158702.0
8346,GBR,great boulder resources,2003,,,,,,,,,,,
8347,GBT,gbst,2003,,,,,,,,,,,
8348,GBZ,gbm resources,2003,,,,,,,,,,,
8349,GC1,glennon small companies,2003,,,,,,,,,,,
8350,GCA,gec asian value fund,2003,0.0,0.76,,,4883025.08,,,-0.23420000000000002,,5185826.0,41008.0
8351,GCE,gec eurogrowth fund,2003,0.0,0.69,,,5083744.05,,,-0.1101,,5389190.0,527891.0
8352,GCG,greencap,2003,-496127.0,0.04,-5.64,852452.0,2260635.47,1247585.0,9184130.0,0.25739999999999996,766913.0,5594838.0,3035230.0
8353,GCH,gec australian healthcare fund,2003,0.0,0.77,,,4985856.26,,,-0.0732,,5392582.0,34533.0
8354,GCI,gryphon capital income trust,2003,,,,,,,,,,,
8355,GCL,gloucester coal,2003,-6433000.0,0.42,-14.4,39864000.0,33108728.25,64426000.0,61157000.0,-0.5256000000000001,,81624000.0,60161000.0
8356,GCM,garda capital,2003,,,,,,,,,,,
8357,GCN,goconnect,2003,-11083.0,0.06,-0.77,224415.0,19592448.06,469205.0,1032092.0,15.2947,,575640.0,729308.0
8358,GCR,golden cross resources,2003,-149000.0,0.06,-4.23,98000.0,7509009.0,0.0,89000.0,-0.35700000000000004,300000.0,14504000.0,763000.0
8359,GCX,gcx metals,2003,,,,,,,,,,,
8360,GCX1,golden china resources,2003,,,,,,,,,,,
8361,GCY,gascoyne resources,2003,,,,,,,,,,,
8362,GDA,good drinks australia,2003,-25535.0,0.02,-0.65,,7489203.12,39386.0,2301.0,-0.7059000000000001,20097.0,2502214.0,230744.0
8363,GDA1,gondwana resources,2003,-25535.0,0.02,-0.65,,7489203.12,39386.0,2301.0,-0.7059000000000001,20097.0,2502214.0,230744.0
8364,GDC,global data centre,2003,,,,,,,,,,,
8365,GDF,garda diversified property fund,2003,,,,,,,,,,,
8366,GDG,generation development,2003,,,,,,,,,,,
8367,GDI,gdi property,2003,,,,,,,,,,,
8368,GDL,guangdong building industries,2003,,,,,,,,,,,
8369,GDO,gold one international,2003,-69214.0,0.09,1.87,,6425603.39,0.0,3026449.0,-0.7979999999999999,,920475.0,42984.0
8370,GDX,vaneck gold miners etf,2003,,,,,,,,,,,
8371,GEAR,betashares geared australian equity fund,2003,,,,,,,,,,,
8372,GED,golden deeps,2003,-73377.0,0.04,-1.61,,1037600.8,11813.0,542238.0,-0.0782,,1304629.0,7100.0
8373,GEE1,ges international,2003,-16044000.0,0.25,3.45,8557000.0,178500399.25,57038000.0,440822000.0,0.13369999999999999,31346000.0,280213000.0,96134000.0
8374,GEG,grays ecommerce,2003,,,,,,,,,,,
8375,GEG1,greenchip emerging growth,2003,,,,,,,,,,,
8376,GEM,g8 education,2003,,,,,,,,,,,
8377,GEN,genmin,2003,,,,,,,,,,,
8378,GEN2,genesis research & development,2003,-1078834.0,0.9,-42.54,,23514121.8,4929565.0,7412722.0,-0.4668,,25624289.0,1815556.0
8379,GES,genesis resources,2003,,,,,,,,,,,
8380,GFD,green's foods,2003,-2064000.0,0.66,4.0,9473000.0,69813715.62,40490000.0,163084000.0,0.1182,5385000.0,94289000.0,47356000.0
8381,GFF,goodman fielder,2003,,,,,,,,,,,
8382,GFI,global fortune investment,2003,,,,,,,,,,,
8383,GFL,global masters fund,2003,,,,,,,,,,,
8384,GFN,gefen international a.i,2003,,,,,,,,,,,
8385,GFS,gasfields,2003,,,,,,,,,,,
8386,GFY,godfreys,2003,,,,,,,,,,,
8387,GGB,ggg resources plc,2003,,,,,,,,,,,
8388,GGE,grand gulf energy,2003,0.0,0.07,-11.42,467000.0,23116341.36,0.0,,1.5375999999999999,1609000.0,717772.0,2284359.0
8389,GGG,greenland minerals,2003,,,,,,,,,,,
8390,GGL1,gribbles   (the),2003,-11313000.0,0.45,2.52,113211000.0,189821700.0,66914000.0,235561000.0,0.0352,14226000.0,461410000.0,168918000.0
8391,GGN,gallery gold,2003,-7183079.0,0.17,-1.16,607252.0,33081920.44,1259762.0,26629.0,-0.0932,130803.0,23425569.0,1469394.0
8392,GGOV,betashares global government bond 20+ year etf - currency hedged,2003,,,,,,,,,,,
8393,GGU,gec global fund,2003,0.0,0.9,-22.04,,22637700.0,,,-0.2527,,22523000.0,585000.0
8394,GGUS,betashares geared u.s. equity fund-currency hedged (hedge fund),2003,,,,,,,,,,,
8395,GGX,gas2grid,2003,,,,,,,,,,,
8396,GHC,generation healthcare reit,2003,,,,,,,,,,,
8397,GHG,grand hotel,2003,-10655000.0,0.47,-12.51,45323000.0,104470130.31,,,0.014499999999999999,,536012000.0,343811000.0
8398,GHT,geothermal resources,2003,,,,,,,,,,,
8399,GIA,giaconda,2003,,,,,,,,,,,
8400,GIB,gibb river diamonds,2003,,,,,,,,,,,
8401,GID,"gi dynamics, inc",2003,,,,,,,,,,,
8402,GIR,giralia resources nl,2003,-892991.0,0.09,-0.52,,7367098.47,12352.0,84661.0,-0.2028,,1646142.0,129580.0
8403,GJT,galileo japan trust,2003,,,,,,,,,,,
8404,GL1,global lithium resources,2003,,,,,,,,,,,
8405,GLA,gladiator resources,2003,,,,,,,,,,,
8406,GLB,globe international,2003,-5286000.0,0.25,-14.41,12840000.0,103613465.0,7775000.0,206535000.0,-0.0602,8851000.0,170267000.0,34117000.0
8407,GLE,glg corp,2003,,,,,,,,,,,
8408,GLG,gerard lighting,2003,,,,,,,,,,,
8409,GLH,global health,2003,-906742.0,0.09,-0.78,,8383223.39,282648.0,6688296.0,-0.0436,112057.0,7919927.0,3338118.0
8410,GLIN,amp capital global infrastructure securities fund (unhedged),2003,,,,,,,,,,,
8411,GLL,galilee energy,2003,-1178794.0,0.04,-1.44,1294013.0,12874612.16,569331.0,1570765.0,-1.2086,,8179649.0,1870817.0
8412,GLN,galan lithium,2003,-80878.0,,-1.63,,,4773.0,4066.0,-0.1542,,1250611.0,690046.0
8413,GLS,gullivers travel,2003,,,,,,,,,,,
8414,GLV,global oil and gas,2003,,,,,,,,,,,
8415,GLY,glory resources,2003,,,,,,,,,,,
8416,GMA,genworth mortgage insurance australia,2003,,,,,,,,,,,
8417,GMC,gulf manganese,2003,,,,,,,,,,,
8418,GMD,genesis minerals,2003,,,,,,,,,,,
8419,GME,gme resources,2003,0.0,0.03,-1.94,,2695158.35,0.0,233078.0,-0.7876000000000001,896467.0,4007519.0,1423920.0
8420,GMF,gpt metro office fund,2003,,,,,,,,,,,
8421,GMF1,goodman fielder,2003,,,,,,,,,,,
8422,GMG,goodman,2003,,,,,,,,,,,
8423,GMI,global mining investments,2003,,,,,,,,,,,
8424,GML,gateway mining,2003,-814421.0,0.12,-1.06,,8880654.0,21313.0,,-0.1057,,7487523.0,34250.0
8425,GMM,general mining,2003,,,,,,,,,,,
8426,GMN,gold mountain,2003,,,,,,,,,,,
8427,GMR,golden rim resources,2003,-681672.0,0.04,-2.0,,3137862.32,3005.0,,-0.9969,,1635638.0,265932.0
8428,GMS,gold mines of sardinia,2003,,,,,,,,,,,
8429,GMV,g medical innovations,2003,,,,,,,,,,,
8430,GNB,greenbox,2003,-161194.0,0.12,-7.32,380000.0,2694040.25,997157.0,2562542.0,-0.4454,13586339.0,18699401.0,14991903.0
8431,GNC,graincorp,2003,-10114000.0,13.1,-46.7,223034000.0,535360739.2,383903000.0,516463000.0,-0.0662,37714000.0,605980000.0,330883000.0
8432,GNE,genesis energy,2003,,,,,,,,,,,
8433,GNG,gr engineering services,2003,,,,,,,,,,,
8434,GNM,great northern minerals,2003,,,,,,,,,,,
8435,GNP,genusplus,2003,,,,,,,,,,,
8436,GNS,gunns,2003,-40774000.0,11.61,91.86,258271000.0,958924675.98,418817000.0,612459000.0,0.20809999999999998,45785000.0,879354000.0,523918000.0
8437,GNV,green invest,2003,,,,,,,,,,,
8438,GNX,genex power,2003,,,,,,,,,,,
8439,GO2,the go2 people,2003,,,,,,,,,,,
8440,GOAT,vaneck morningstar international wide moat etf,2003,,,,,,,,,,,
8441,GOD,global doctor,2003,,,,,,,,,,,
8442,GOE,go energy,2003,-36372.0,0.17,-2.06,13172.0,6818488.05,199074.0,2522998.0,-0.3688,22793.0,2669583.0,363811.0
8443,GOG,great artesian oil & gas,2003,-203066.0,,-0.24,,,2104.0,,-0.0891,21971.0,1267112.0,208011.0
8444,GOLD,etfs physical gold,2003,0.0,51.98,0.0,,48462305.48,,,0.0,,306185.0,56085.0
8445,GOO,gooroo ventures,2003,,,,,,,,,,,
8446,GOP,gippsland offshore petroleum,2003,,,,,,,,,,,
8447,GOR,gold road resources,2003,,,,,,,,,,,
8448,GOVT,spdr s&p/asx australian government bond fund,2003,,,,,,,,,,,
8449,GOW,gowing brothers,2003,-819000.0,2.18,9.77,10973000.0,98214467.44,,,0.08070000000000001,,115109000.0,21116000.0
8450,GOZ,growthpoint properties australia,2003,,,,,,,,,,,
8451,GPE,green pacific energy,2003,-790459.0,0.09,-1.67,,22907675.61,9970252.0,28298.0,-0.7223999999999999,,11288920.0,709898.0
8452,GPR,geopacific resources,2003,,,,,,,,,,,
8453,GPS,gps alliance,2003,,,,,,,,,,,
8454,GPT,gpt,2003,-724200000.0,2.99,22.45,1352000000.0,5829652663.9,,,0.0791,,7695100000.0,2379600000.0
8455,GPY,global property fund,2003,,,,,,,,,,,
8456,GQG,gqg partners inc,2003,,,,,,,,,,,
8457,GQH,gosford quarry,2003,,,,,,,,,,,
8458,GRA,gold tiger resources (australia),2003,,,,,,,,,,,
8459,GRD,grd,2003,-41952000.0,2.0,9.36,25618000.0,425814964.0,194319000.0,219031000.0,0.0712,9664000.0,318590000.0,143185000.0
8460,GRE,greentech metals,2003,,,,,,,,,,,
8461,GRF,global resource masters fund,2003,,,,,,,,,,,
8462,GRG,grg international,2003,,,,,,,,,,,
8463,GRL,godolphin resources,2003,,,,,,,,,,,
8464,GRL2,gawler resources,2003,,,,,,,,,,,
8465,GRN,gravity diamonds,2003,-487653.0,0.14,6.73,,2411623.62,78056.0,24254.0,0.3458,3760.0,5568371.0,641404.0
8466,GRNV,vaneck msci australian sustainable equity etf,2003,,,,,,,,,,,
8467,GRO2,gropep,2003,-201000.0,0.52,-4.41,,22677070.0,7224000.0,22503000.0,-0.0481,,20058000.0,2830000.0
8468,GROW,schroder real return fund (managed fund),2003,,,,,,,,,,,
8469,GRR,grange resources,2003,-764672.0,0.27,-3.02,,18023909.67,280325.0,6493346.0,-0.1989,,16460238.0,5354473.0
8470,GRV,greenvale mining,2003,-18383.0,0.06,-2.47,927797.0,593223.6,2530.0,19196.0,-0.28350000000000003,,2883212.0,972601.0
