Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,6.599999905,6.949999809,164564768
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,3.99000001,3.829999924,461249504
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.319999933,2.24000001,1108756096
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.745000005,0.774999976,203289184
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.75,1.554999948,2117084288
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,2.559999943,2.319999933,386330368
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.670000076,3.779999971,2413366272
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.008,0.008,9741843
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,15.02999973,15.19999981,8487454208
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.314999998,0.280000001,155823184
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,4.389999866,4.21999979,1359081600
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.100000024,1.179999948,315512896
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,2.269999981,2.410000086,692517568
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.720000029,2.809999943,549923520
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.340000004,0.430000007,160234768
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,1.440000057,1.524999976,160952112
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.49000001,2.25,297094304
ALQ AT Equity,ALS Ltd,Professional Services,202020,8.81000042,7.949999809,3134305536
ALU AT Equity,Altium Ltd,Software,451030,2.319999933,2.519999981,284399680
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.11500001,1.274999976,3577937664
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,0.340000004,0.305000007,101946544
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,2.180000067,1.985000014,485445856
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,10.55000019,10.71000004,12923595776
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,4.389999866,4.269999981,12629541888
1765290D AT Equity,Ampella Mining Ltd,N/A,--,0.135000005,0.144999996,35960072
