Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,5.119999886,4.949999809,596163136
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.279999971,2.089999914,791030720
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.600000024,0.529999971,126271544
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.779999971,1.764999986,2361758208
CIL AT Equity,ACN 066 441 067 Pty Ltd,N/A,--,1.980000019,2.099999905,184305232
ACF AT Equity,Acrow Formwork and Construction Services Ltd,Trading Companies & Distributors,201070,0.579999983,0.649999976,258420160
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,3.299999952,4.099999905,682636480
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.535000026,0.699999988,315475424
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.089999914,2.619999886,1667047808
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.790000021,0.790000021,256588928
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.30000019,14.18999958,6546013184
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,1.49000001,1.779999971,928675136
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.629999995,--,--
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,7.809999943,8.899999619,2467721728
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.919999957,1.860000014,293844672
ALS AT Equity,Alesco Corp Ltd,N/A,--,2.599999905,2.869999886,270335040
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,2.039999962,1.995000005,536711264
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.189999998,0.204999998,69940320
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,3,2.819999933,563309120
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.079999924,2.079999924,214372912
ALQ AT Equity,ALS Ltd,Professional Services,202020,44.13999939,46.09999847,3111906816
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,2.069999933,2.180000067,5319627776
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.36500001,0.360000014,258085552
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,6.989999771,7.039999962,8641387520
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,4.75,4.559999943,12821323776
1765290D AT Equity,Ampella Mining Ltd,N/A,--,1.75,2.410000086,493773088
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,8.029999733,7.760000229,14908439552
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,13.75,13.94999981,1856459008
APA AT Equity,APA Group,Gas Utilities,551020,4.059999943,4.03000021,2555487488
HDF AT Equity,APA Sub Group,N/A,--,1.590000033,1.610000014,853301760
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,4.579999924,4.230000019,1988807296
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,6.960000038,6.699999809,2508269056
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.675000012,0.735000014,270465504
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,7.570000172,7.349999905,532737568
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.245000005,1.205000043,383368352
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,2.359999895,2.440000057,1309011840
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.964999974,1.00999999,170808976
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.444999993,0.444999993,258022560
