Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,4.639999866,4.360000134,525105312
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.089999914,1.850000024,715490688
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.50999999,0.449999988,109461688
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.5,1.24000001,1659252352
ACF AT Equity,Acrow Formwork and Construction Services Ltd,Trading Companies & Distributors,201070,0.704999983,0.63499999,292295968
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,3.839999914,3.200000048,532789440
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.649999976,0.649999976,292941472
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.799999952,2.640000105,1679773312
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.819999993,0.699999988,227357280
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,15.47999954,14.30000019,6596757504
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,1.529999971,0.930000007,485808000
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.629999995,--,--
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,10.35999966,10.39999962,2887154432
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.899999976,1.934999943,307620288
ALS AT Equity,Alesco Corp Ltd,N/A,--,1.654999971,1.360000014,128103024
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,1.924999952,1.139999986,306692160
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.189999998,0.159999996,54587568
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,2.440000057,2.779999971,555336448
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.659999967,1.110000014,114546448
ALQ AT Equity,ALS Ltd,Professional Services,202020,46.34999847,41.66999817,2812866816
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.75999999,1.480000019,3611490560
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.850000024,0.774999976,185201824
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,6.699999809,6.929999828,8507075584
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,4.53000021,3.950000048,11106190336
1765290D AT Equity,Ampella Mining Ltd,N/A,--,1.985000014,1.899999976,389471712
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,8.600000381,9,17337499648
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,13.90999985,13.06000042,1738586368
APA AT Equity,APA Group,Gas Utilities,551020,4.019999981,4.050000191,2589305088
HDF AT Equity,APA Sub Group,N/A,--,1.629999995,1.544999957,818851712
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,3.819999933,2.970000029,1396396544
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,6.400000095,4.980000019,1864355072
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.63499999,0.569999993,209748768
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,8.600000381,8.100000381,587098560
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.129999995,1.090000033,353342240
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,2.079999924,2.099999905,1126608640
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.949999988,0.829999983,140367776
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.430000007,0.395000011,231069072
AKM AT Equity,Aspire Mining Ltd,Metals & Mining,151040,0.529999971,0.455000013,245970544
1695926D AT Equity,Aston Resources Ltd,N/A,--,11.65999985,10.06000042,2057547648
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.440000057,2.069999933,120981152
ATR AT Equity,Astron Corp Ltd,Metals & Mining,151040,2.950000048,3,194618112
ASX AT Equity,ASX Ltd,Capital Markets,402030,29.02000046,30.32999992,5311896064
ATI AT Equity,Atlantic Ltd,Metals & Mining,151040,1.700000048,1.450000048,165696864
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,1.605000019,1.315000057,610527680
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,3.890000105,2.849999905,2526016000
AUB AT Equity,AUB Group Ltd,Insurance,403010,6.170000076,6.059999943,335841568
AZJ AT Equity,Aurizon Holdings Ltd,Road & Rail,203040,3.289999962,3.160000086,7710400000
1679100D AT Equity,Aurora Oil & Gas Pty Ltd,N/A,--,2.849999905,2.24000001,920987904
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,2.769999981,2.230000019,274867104
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,0.925000012,0.935000002,2665621504
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,2.5,2.200000048,413753120
1840084D AT Equity,Austar United Communications Pty Ltd,N/A,--,1.105000019,1.159999967,1474946688
ANG AT Equity,Austin Engineering Ltd,Machinery,201060,4.400000095,3.609999895,259971968
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,0.209999993,0.280000001,128476936
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,20.29000092,19.52000046,51318726656
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.345000029,1.360000014,425534208
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.699999988,0.665000021,976592512
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,0.234999999,0.224999994,109826080
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,8.090000153,7.5,265116752
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.160000086,1.919999957,500511744
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,0.560000002,0.449999988,533284704
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.409999996,0.449999988,123564920
AWE AT Equity,AWE Ltd,"Oil, Gas & Consumable Fuels",101020,1.200000048,1.034999967,540137408
AZM AT Equity,Azumah Resources Ltd,Metals & Mining,151040,0.504999995,0.360000014,101527336
BND AT Equity,Bandanna Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.99000001,0.660000026,348533568
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,7.480000019,7.190000057,1620408832
BMN AT Equity,Bannerman Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.38499999,0.314999998,73847304
BRL AT Equity,Bathurst Resources Ltd,Metals & Mining,151040,0.954999983,0.63499999,437037472
IOH AT Equity,BC Pilbara Iron Ore Pty Ltd,Metals & Mining,151040,1.24000001,1,166087008
BPT AT Equity,Beach Energy Ltd,"Oil, Gas & Consumable Fuels",101020,1.080000043,1.090000033,1202409216
BDR AT Equity,Beadell Resources Ltd,Metals & Mining,151040,0.855000019,0.725000024,476982528
BFG AT Equity,Bell Financial Group Ltd,Capital Markets,402030,0.709999979,0.579999983,146541168
BEN AT Equity,Bendigo & Adelaide Bank Ltd,Banks,401010,8.75,8.489999771,3116718080
PAG AT Equity,Bengerang Ltd,N/A,--,1.159999967,1.110000014,295697792
BKY AT Equity,Berkeley Energia Ltd,"Oil, Gas & Consumable Fuels",101020,0.36500001,0.335000008,58389928
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,39.74000168,35.02000046,1.71985E+11
BBG AT Equity,Billabong International Ltd,"Textiles, Apparel & Luxury Goods",252030,3.440000057,3.319999933,846938944
BTA AT Equity,Biota Holdings Ltd/Old,N/A,--,0.99000001,0.805000007,146271488
BKL AT Equity,Blackmores Ltd,Personal Products,303020,29.5,30.29000092,508257088
BNL AT Equity,Blue Star Helium Ltd,"Oil, Gas & Consumable Fuels",101020,0.455000013,0.389999986,102765000
BSL AT Equity,BlueScope Steel Ltd,Metals & Mining,151040,0.819999993,0.730000019,1349894400
1923730D AT Equity,Boart Longyear Ltd,Metals & Mining,151040,3.640000105,2.619999886,1208248064
BOL AT Equity,Boom Logistics Ltd,Trading Companies & Distributors,201070,0.254999995,0.224999994,104627496
BLD AT Equity,Boral Ltd,Construction Materials,151020,3.690000057,3.5,2606554880
BOC AT Equity,Bougainville Copper Ltd,Metals & Mining,151040,0.904999971,0.88499999,354940320
BOW AT Equity,Bow Energy Ltd/AU,N/A,--,1.524999976,1.485000014,522250720
BKN AT Equity,Bradken Ltd,Machinery,201060,7.940000057,6.599999905,1098560768
BXB AT Equity,Brambles Ltd,Commercial Services & Supplies,202010,6.730000019,6.46999979,9577211904
BRG AT Equity,Breville Group Ltd,Household Durables,252010,3.039999962,2.799999952,364266848
BKW AT Equity,Brickworks Ltd,Construction Materials,151020,9.170000076,9.449999809,1394511104
BCS AT Equity,BrisConnections Unit Trust,N/A,--,0.75,0.699999988,273185440
BRS AT Equity,Broadspectrum Pty Ltd,Commercial Services & Supplies,202010,2.430000067,1.894999981,1041711808
