Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,4.210000038,4.460000038,537148992
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.904999971,1.99000001,769635904
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.5,0.400000006,97299280
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.230000019,0.824999988,1107474688
ACF AT Equity,Acrow Formwork and Construction Services Ltd,Trading Companies & Distributors,201070,0.605000019,0.584999979,306135648
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,3.380000114,2.829999924,471185664
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.689999998,0.720000029,324885024
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.869999886,2.900000095,1845205504
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.694999993,0.620000005,201373584
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.39999962,14.26000023,6578305024
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,1.139999986,1.049999952,549448960
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.629999995,--,--
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,10.98999977,10.73999977,2981542144
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.019999981,1.99000001,316364032
ALS AT Equity,Alesco Corp Ltd,N/A,--,1.409999967,1.25,117741744
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,1.179999948,0.939999998,252886512
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.135000005,0.135000005,46058260
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,2.400000095,2.599999905,519379392
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.190000057,1.460000038,150664704
ALQ AT Equity,ALS Ltd,Professional Services,202020,46.15000153,48.54999924,3277290240
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.480000019,1.355000019,3306466048
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.834999979,0.860000014,207683024
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,7.019999981,7.260000229,8870095872
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,4.28000021,4.150000095,11846892544
1765290D AT Equity,Ampella Mining Ltd,N/A,--,1.809999943,1.735000014,357384160
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,8.600000381,8.680000305,16736047104
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,14,14.25,1869560192
APA AT Equity,APA Group,Gas Utilities,551020,4.349999905,4.550000191,2908972288
HDF AT Equity,APA Sub Group,N/A,--,1.629999995,1.720000029,911601920
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,2.849999905,2.470000029,1161672064
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,6,6.480000019,2425907968
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.610000014,0.449999988,165591136
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,8,8,579850432
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.095000029,1.049999952,340448224
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,2.269999981,2.390000105,1298202624
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.875,0.850000024,145738352
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.409999996,0.409999996,242344528
