Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
CSL AT Equity,CSL Ltd,Biotechnology,352010,300.4899902,306.7900085,1.39795E+11
COH AT Equity,Cochlear Ltd,Health Care Equipment & Supplies,351010,220.4400024,217.8000031,14325817344
MQG AT Equity,Macquarie Group Ltd,Capital Markets,402030,197.8300018,196.7400055,74102710272
REA AT Equity,REA Group Ltd,Interactive Media & Services,502030,160.1399994,162.3899994,21459634176
XRO AT Equity,Xero Ltd,Software,451030,149.5099945,144.8399963,21542721536
DMP AT Equity,Domino's Pizza Enterprises Ltd,"Hotels, Restaurants & Leisure",253010,135.4600067,129.7200012,11227773952
APT AT Equity,Afterpay Ltd,IT Services,451020,123.2900009,108.8499985,31595687936
RIO AT Equity,Rio Tinto Ltd,Metals & Mining,151040,90.29000092,93.5,1.42208E+11
CBA AT Equity,Commonwealth Bank of Australia,Banks,401010,104.6800003,93.18000031,1.59002E+11
BKL AT Equity,Blackmores Ltd,Personal Products,303020,94.16999817,91.19000244,1767649408
ASX AT Equity,ASX Ltd,Capital Markets,402030,83.01999664,90.43000031,17506809856
MAQ AT Equity,Macquarie Telecom Group Ltd,Diversified Telecommunication Services,501010,71.19999695,68.88999939,1480947456
RHC AT Equity,Ramsay Health Care Ltd,Health Care Providers & Services,351020,70.41999817,66.81999969,15293875200
JHG AT Equity,Janus Henderson Group PLC,Capital Markets,402030,58.27000046,62.70000076,10695650304
PME AT Equity,Pro Medicus Ltd,Health Care Technology,351030,53.27999878,62.47999954,6522056704
WES AT Equity,Wesfarmers Ltd,Multiline Retail,255030,57.25,56.86000061,64470155264
JHX AT Equity,James Hardie Industries PLC,Construction Materials,151020,51.65000153,55.66999817,24780244992
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,48.59000015,53.43000031,4363924480
WTC AT Equity,WiseTech Global Ltd,Software,451030,51.08000183,52.47000122,17053733888
JBH AT Equity,JB Hi-Fi Ltd,Specialty Retail,255040,50.49000168,48.18999863,5555796992
MIN AT Equity,Mineral Resources Ltd,Metals & Mining,151040,38.59000015,45.25999832,8547360768
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,46.68000031,44.11000061,29537083392
SHL AT Equity,Sonic Healthcare Ltd,Health Care Providers & Services,351020,40.02999878,42.70000076,20481886208
ALU AT Equity,Altium Ltd,Software,451030,36.72000122,42.24000168,5553253376
WOW AT Equity,Woolworths Group Ltd,Food & Staples Retailing,301010,38.08000183,40.81999969,49472831488
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,36.58000183,39.36999893,1.97666E+11
RMD AT Equity,ResMed Inc,Health Care Equipment & Supplies,351010,37.16999817,36.27999878,52868354048
EBO AT Equity,EBOS Group Ltd,Health Care Providers & Services,351020,34.5,35,5746529792
IEL AT Equity,IDP Education Ltd,Diversified Consumer Services,253020,37.45000076,34.97999954,9736200192
SEK AT Equity,SEEK Ltd,Interactive Media & Services,502030,32.70000076,34.79999924,12316422144
PPT AT Equity,Perpetual Ltd,Capital Markets,402030,37.65999985,34.33000183,1944295040
MFG AT Equity,Magellan Financial Group Ltd,Capital Markets,402030,34.66999817,33.15999985,6158243328
CCP AT Equity,Credit Corp Group Ltd,Consumer Finance,402020,31.35000038,32.79999924,2224898816
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,31.51000023,32.02000046,4098762496
FPH AT Equity,Fisher & Paykel Healthcare Corp Ltd,Health Care Equipment & Supplies,351010,29.42000008,31.79000092,18344443904
SOL AT Equity,Washington H Soul Pattinson & Co Ltd,"Oil, Gas & Consumable Fuels",101020,32.47999954,31.07999992,11215718400
NWS AT Equity,News Corp,Media,502010,30.37999916,30.82999992,17988968448
PMV AT Equity,Premier Investments Ltd,Specialty Retail,255040,30.57999992,30.72999954,4885855744
BRG AT Equity,Breville Group Ltd,Household Durables,252010,29.30999947,30.06999969,4190541568
HUB AT Equity,HUB24 Ltd,Capital Markets,402030,31.68000031,29.30999947,2011387520
CUV AT Equity,Clinuvel Pharmaceuticals Ltd,Biotechnology,352010,38.61000061,28.77000046,1421535488
ALD AT Equity,Ampol Ltd,"Oil, Gas & Consumable Fuels",101020,30.54999924,28.67000008,6832121344
NAB AT Equity,National Australia Bank Ltd,Banks,401010,28.70999908,27.29999924,89367830528
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,28.13999939,26.70000076,75270660096
OZL AT Equity,OZ Minerals Ltd,Metals & Mining,151040,25.12999916,25.98999977,8671692800
