Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,4.5,4.809999943,579301952
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.414999992,0.409999996,759316928
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.5,0.569999993,133749472
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,2.99000001,2.880000114,3834959360
CIL AT Equity,ACN 066 441 067 Pty Ltd,N/A,--,1.304999948,1.649999976,144281440
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,1.950000048,2.019999981,324323520
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.49000001,0.560000002,218454656
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.170000076,3.279999971,2083235584
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.77000046,15.02000046,6760148992
AWB AT Equity,Agrium Asia Pacific Ltd,N/A,--,0.99000001,1.445000052,1181004800
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.600000024,0.779999971,335656864
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,0.889999986,1,1076747264
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,2.069999933,1.955000043,127657792
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.059999943,2,306689216
ALS AT Equity,Alesco Corp Ltd,N/A,--,2.609999895,2.769999981,260915712
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.344999999,0.330000013,112586856
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,0.319999993,0.379999995,395250240
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.049999952,1.879999995,171196560
ALQ AT Equity,ALS Ltd,Professional Services,202020,30.85000038,31.87000084,2024302720
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.549999952,1.715000033,4184936704
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.314999998,0.305000007,218655808
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,6.559999943,6.739999771,8235616256
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,5.300000191,5.039999962,10442505216
1850998D AT Equity,Andean Resources Ltd,N/A,--,3.700000048,4.96999979,2695021568
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,8.800000191,9.300000191,17008226304
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,12.85000038,13.47999954,1774623232
APA AT Equity,APA Group,Gas Utilities,551020,3.710000038,3.74000001,2028271616
HDF AT Equity,APA Sub Group,N/A,--,1.370000005,1.36500001,700704320
AXM AT Equity,Apex Minerals NL,N/A,--,0.022,0.02,71356400
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,4.739999771,4.710000038,2181817856
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,7.400000095,8.5,2739321344
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.709999979,0.725000024,210714304
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,5.670000076,6.840000153,495772096
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.019999981,0.925000012,289373568
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,3.390000105,3.720000029,1984170880
ASZ AT Equity,ASG Group Ltd,IT Services,451020,1.450000048,1.330000043,201941872
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.479999989,0.469999999,272590656
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.300000012,0.284999996,144840480
ATR AT Equity,Astron Corp Ltd,Metals & Mining,151040,1.899999976,1.940000057,126917136
ASX AT Equity,ASX Ltd,Capital Markets,402030,28.89999962,29.11000061,5052806144
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,1.200000048,1.25,565433024
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,2.00999999,2.089999914,1128619008
AUB AT Equity,AUB Group Ltd,Insurance,403010,4.710000038,5,263684992
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,1.620000005,1.580000043,2070420608
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,2.410000086,2.25999999,276686368
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,0.800000012,0.800000012,2198682880
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,2.299999952,2.25,423156576
1840084D AT Equity,Austar United Communications Pty Ltd,N/A,--,0.939999998,0.920000017,1159227776
AEO AT Equity,Austereo Group Ltd,N/A,--,1.669999957,1.61500001,556849920
ANG AT Equity,Austin Engineering Ltd,Machinery,201060,3.549999952,3.589999914,251172208
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,0.245000005,0.25,110613200
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,23.04999924,22.59000015,57814622208
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.504999995,1.629999995,430751136
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.504999995,0.5,693414016
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,0.409999996,0.425000012,207449264
ASQ AT Equity,Australian Silica Quartz Group Ltd,Metals & Mining,151040,0.200000003,0.155000001,36328884
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,10.27000046,10.5,336012608
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.269999981,2.349999905,530468544
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,0.699999988,0.764999986,892618368
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.419999987,0.455000013,124937864
AVO AT Equity,Avoca Resources Ltd,N/A,--,2.630000114,2.980000019,866858176
AWE AT Equity,AWE Ltd,"Oil, Gas & Consumable Fuels",101020,1.559999943,1.559999943,814120128
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,10.38000011,9.829999924,2120187392
BMN AT Equity,Bannerman Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.38499999,0.36500001,73624480
IOH AT Equity,BC Pilbara Iron Ore Pty Ltd,Metals & Mining,151040,1.299999952,1.495000005,202395504
BPT AT Equity,Beach Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.670000017,0.654999971,715619584
BFG AT Equity,Bell Financial Group Ltd,Capital Markets,402030,0.949999988,0.829999983,201034704
BEN AT Equity,Bendigo & Adelaide Bank Ltd,Banks,401010,8.18999958,8.430000305,3046321920
PAG AT Equity,Bengerang Ltd,N/A,--,1.075000048,1.220000029,183695408
BKY AT Equity,Berkeley Energia Ltd,"Oil, Gas & Consumable Fuels",101020,1.279999971,1.274999976,175427632
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,40.11999893,37.04999924,1.94114E+11
BBG AT Equity,Billabong International Ltd,"Textiles, Apparel & Luxury Goods",252030,9.119999886,7.559999943,1913606912
BTA AT Equity,Biota Holdings Ltd/Old,N/A,--,0.99000001,0.930000007,167286912
BKL AT Equity,Blackmores Ltd,Personal Products,303020,22.70999908,24.14999962,402834080
BLV AT Equity,Blossomvale Holdings Ltd,Energy Equipment & Services,101010,0.275000006,0.219999999,--
BLU AT Equity,Blue Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.140000001,0.119999997,77578592
BNL AT Equity,Blue Star Helium Ltd,"Oil, Gas & Consumable Fuels",101020,0.460000008,0.449999988,134699888
BSL AT Equity,BlueScope Steel Ltd,Metals & Mining,151040,2.369999886,2.140000105,3901909248
1923730D AT Equity,Boart Longyear Ltd,Metals & Mining,151040,3.059999943,2.910000086,1341985408
BOL AT Equity,Boom Logistics Ltd,Trading Companies & Distributors,201070,0.38499999,0.414999992,191230000
BLD AT Equity,Boral Ltd,Construction Materials,151020,4.239999771,4.400000095,3162955776
BOC AT Equity,Bougainville Copper Ltd,Metals & Mining,151040,0.860000014,0.889999986,356945632
BOW AT Equity,Bow Energy Ltd/AU,N/A,--,1.289999962,1.320000052,370401504
BKN AT Equity,Bradken Ltd,Machinery,201060,7.690000057,7.539999962,1046192384
BXB AT Equity,Brambles Ltd,Commercial Services & Supplies,202010,5.400000095,5.860000134,8334353408
BRG AT Equity,Breville Group Ltd,Household Durables,252010,2.170000076,2.390000105,309541568
BKW AT Equity,Brickworks Ltd,Construction Materials,151020,11.81000042,11.18000031,1646097408
BCS AT Equity,BrisConnections Unit Trust,N/A,--,1.100000024,1,390264896
BRS AT Equity,Broadspectrum Pty Ltd,Commercial Services & Supplies,202010,3.220000029,3.289999962,1362977536
BRM AT Equity,Brockman Mining Australia Pty Ltd,N/A,--,3.099999905,3.019999981,427596352
BRK AT Equity,Brookside Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.600000024,0.529999971,73953552
BWP AT Equity,BWP Trust,Equity Real Estate Investment Trusts (REITs),601010,1.904999971,1.845000029,787893632
CAA AT Equity,Capral Ltd,Metals & Mining,151040,0.159999996,0.150000006,58184744
CNX AT Equity,Carbon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.319999993,0.425000012,259036496
CDD AT Equity,Cardno Ltd,Commercial Services & Supplies,202010,3.930000067,4.289999962,453022304
1907708D AT Equity,Cardtronics Pty Ltd,N/A,--,2.720000029,1.975000024,267654960
CVN AT Equity,Carnarvon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.379999995,0.335000008,230064464
CAR AT Equity,carsales.com Ltd,Interactive Media & Services,502030,4.889999866,5.199999809,1208952192
CCV AT Equity,Cash Converters International Ltd,Consumer Finance,402020,0.550000012,0.600000024,227856592
CWP AT Equity,Cedar Woods Properties Ltd,Real Estate Management & Development,601020,2.200000048,2.599999905,157468224
1771993D AT Equity,Cellestis Pty Ltd,N/A,--,2.779999971,2.359999895,226918256
CEY AT Equity,Centennial Coal Co Pty Ltd,N/A,--,5.980000019,6.03000021,2382022912
CXM AT Equity,Centrex Ltd,Metals & Mining,151040,0.379999995,0.360000014,111693712
CFU AT Equity,Ceramic Fuel Cells Ltd,Electrical Equipment,201040,0.20807682,0.185000002,199982320
CGX AT Equity,CGA Mining Ltd,N/A,--,2.130000114,2.140000105,708971328
