Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,5.559999943,5.739999771,691308352
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.419999987,0.400000006,725420672
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.535000026,0.550000012,129056504
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,3.450000048,3.900000095,5180876288
CIL AT Equity,ACN 066 441 067 Pty Ltd,N/A,--,1.460000038,1.649999976,144281440
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,2.049999952,2.339999914,375701504
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.375833154,0.430000007,163871968
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.369999886,2.579999924,1636094208
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,14.36999989,15.02999973,6746490368
AWB AT Equity,Agrium Asia Pacific Ltd,N/A,--,1.019999981,0.954999983,780525696
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.230000004,0.340000004,145486784
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,0.995000005,0.975000024,1048982528
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,3,2.799999952,182773920
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.24000001,2.190000057,335824672
ALS AT Equity,Alesco Corp Ltd,N/A,--,4.369999886,3,282580192
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.519999981,0.460000008,156939264
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,0.280000001,0.319999993,332842304
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.772223115,2.230000019,180223696
ALQ AT Equity,ALS Ltd,Professional Services,202020,29,29.54999924,1860467968
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.504999995,1.725000024,4209338624
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.284999996,0.319999993,229409376
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,5.929999828,6.389999866,7802885120
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,5.940000057,6.260000229,12824519680
1850998D AT Equity,Andean Resources Ltd,N/A,--,2.569999933,2.670000076,1257248256
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,7.699999809,8.109999657,14843593728
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,11.43000031,12.14000034,1598214016
APA AT Equity,APA Group,Gas Utilities,551020,3.460000038,3.559999943,1930654208
HDF AT Equity,APA Sub Group,N/A,--,1.205000043,1.190000057,591708224
AXM AT Equity,Apex Minerals NL,N/A,--,0.026000001,0.025,82945496
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,6.25,6.900000095,3193013760
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,9.470000267,10.52999973,3393535744
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,0.589999974,0.589999974,171476368
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,5.550000191,5.659999847,410244160
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.440000057,1.375,422390656
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,4.230000019,4.53000021,2416208128
AOE AT Equity,Arrow Energy Holdings Pty Ltd,N/A,--,3.319999933,5.03000021,3689520640
ASZ AT Equity,ASG Group Ltd,IT Services,451020,1.200000048,1.335000038,188961776
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.49000001,0.504999995,292889952
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.349999994,0.36500001,185497456
ATR AT Equity,Astron Corp Ltd,Metals & Mining,151040,2.059999943,1.919999957,125608712
ASX AT Equity,ASX Ltd,Capital Markets,402030,36.45999908,33.93999863,5891074048
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,0.805000007,0.939999998,425205632
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,2.019999981,2.450000048,1096013184
AUB AT Equity,AUB Group Ltd,Insurance,403010,4.920000076,5.130000114,266036672
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,1.450000048,1.49000001,1952485248
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,3.900000095,4.400000095,537088640
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,0.944999993,0.904999971,2448151808
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,2.440000057,2.549999952,479577472
1840084D AT Equity,Austar United Communications Pty Ltd,N/A,--,1.125,1.190000057,1490638592
AEO AT Equity,Austereo Group Ltd,N/A,--,1.649999976,1.710000038,589605760
ANG AT Equity,Austin Engineering Ltd,Machinery,201060,2.849999905,3.180000067,220419792
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,0.439999998,0.425000012,188042432
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,23.13999939,25.36000061,64243900416
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.289999962,1.399999976,369970304
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.519999981,0.50999999,686920064
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,0.564999998,0.605000019,295310112
