Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,5.730000019,5.539999962,667220992
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.150000095,2.190000057,811172736
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.61500001,0.600000024,142948912
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,2.700000048,2.5,3336708608
CIL AT Equity,ACN 066 441 067 Pty Ltd,N/A,--,1.559999943,1.480000019,129891304
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,3,3.380000114,551881984
ADU AT Equity,Adamus Resources Ltd,N/A,--,0.610000014,0.75999999,339951200
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.579999924,3,1905398400
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,16.09000015,15.35000038,7033729024
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,1.654999971,2.279999971,989081600
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,1.019999981,1.029999971,1116906752
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,2.390000105,2.029999971,134218928
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.029999971,1.950000048,303172544
ALS AT Equity,Alesco Corp Ltd,N/A,--,2.49000001,2.390000105,225122224
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.430000007,0.449999988,153527536
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,0.455000013,0.569999993,593843968
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.430000067,2.970000029,270810528
ALQ AT Equity,ALS Ltd,Professional Services,202020,35.20000076,37.5,2510985216
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,2.029999971,1.99000001,4855990784
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,0.340000004,0.335000008,240162944
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,6.71999979,6.449999809,7899237376
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,5.340000153,5.050000191,10576842752
1765290D AT Equity,Ampella Mining Ltd,N/A,--,2.279999971,3.220000029,644724800
1850998D AT Equity,Andean Resources Ltd,N/A,--,6.340000153,6.380000114,3503402240
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,9.369999886,9.75,18720477184
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,13.55000019,13.18000031,1753695232
APA AT Equity,APA Group,Gas Utilities,551020,3.900000095,3.950000048,2179171840
HDF AT Equity,APA Sub Group,N/A,--,1.519999981,1.580000043,818915264
AXM AT Equity,Apex Minerals NL,N/A,--,0.018999999,0.018999999,67788576
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,5.869999886,5.320000172,2464443648
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,8.630000114,9.729999542,3141449216
ARU AT Equity,Arafura Rare Earths Ltd,Metals & Mining,151040,1.389999986,1.225000024,410369248
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,7.190000057,7.449999809,539985664
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.075000048,1.049999952,328478112
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,3.50999999,2.599999905,1388358144
ASZ AT Equity,ASG Group Ltd,IT Services,451020,1.279999971,1.190000057,185716640
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.479999989,0.465000004,273545120
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.344999999,0.349999994,177874272
ATR AT Equity,Astron Corp Ltd,Metals & Mining,151040,2.069999933,2.279999971,147909760
ASX AT Equity,ASX Ltd,Capital Markets,402030,37.09999847,37.81999969,6623670272
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,1.450000048,1.529999971,692089984
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,2.50999999,2.920000076,1596676864
AUB AT Equity,AUB Group Ltd,Insurance,403010,5,5.090000153,276587552
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,1.629999995,1.605000019,2115388032
1679100D AT Equity,Aurora Oil & Gas Pty Ltd,N/A,--,1.299999952,1.514999986,506563552
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,2.549999952,2.910000086,356264320
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,0.930000007,0.899999976,2473518080
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,2.450000048,3.119999886,586777152
1840084D AT Equity,Austar United Communications Pty Ltd,N/A,--,0.975000024,0.959999979,1220503168
AEO AT Equity,Austereo Group Ltd,N/A,--,1.639999986,1.669999957,575788736
ANG AT Equity,Austin Engineering Ltd,Machinery,201060,4.630000114,4.300000191,306866944
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,0.224999994,0.280000001,123886784
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,24.80999947,22.65999985,58040381440
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.600000024,1.480000019,391111456
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.519999981,0.49000001,700895296
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,0.514999986,0.514999986,251379696
ASQ AT Equity,Australian Silica Quartz Group Ltd,Metals & Mining,151040,0.36500001,0.270000011,63282572
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,10.17000008,10.57999992,368943648
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.289999962,2.369999886,536783904
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,0.939999998,0.834999979,980317696
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.560000002,0.529999971,145532016
AVO AT Equity,Avoca Resources Ltd,N/A,--,3.150000095,3.180000067,961567424
AWE AT Equity,AWE Ltd,"Oil, Gas & Consumable Fuels",101020,1.504999995,1.61500001,842823104
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,10.40999985,11.60000038,2552523264
BMN AT Equity,Bannerman Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.504999995,0.600000024,121026544
IOH AT Equity,BC Pilbara Iron Ore Pty Ltd,Metals & Mining,151040,1.720000029,1.970000029,266900528
BPT AT Equity,Beach Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.670000017,0.670000017,736027200
BFG AT Equity,Bell Financial Group Ltd,Capital Markets,402030,0.920000017,1,252657200
BEN AT Equity,Bendigo & Adelaide Bank Ltd,Banks,401010,9.050000191,9.880000114,3532819456
PAG AT Equity,Bengerang Ltd,N/A,--,1.429999948,1.440000057,216820816
BKY AT Equity,Berkeley Energia Ltd,"Oil, Gas & Consumable Fuels",101020,1.600000024,1.855000019,262749072
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,41.91999817,42.74000168,2.25182E+11
BBG AT Equity,Billabong International Ltd,"Textiles, Apparel & Luxury Goods",252030,8.130000114,8.449999809,2143036672
BTA AT Equity,Biota Holdings Ltd/Old,N/A,--,0.970000029,0.99000001,178884496
BKL AT Equity,Blackmores Ltd,Personal Products,303020,27.55999947,28.60000038,478887008
BLV AT Equity,Blossomvale Holdings Ltd,Energy Equipment & Services,101010,0.215000004,0.204999998,--
BLU AT Equity,Blue Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.115000002,0.109999999,71113712
BNL AT Equity,Blue Star Helium Ltd,"Oil, Gas & Consumable Fuels",101020,0.474999994,0.419999987,125719904
BSL AT Equity,BlueScope Steel Ltd,Metals & Mining,151040,1.995000005,1.929999948,3555460352
1923730D AT Equity,Boart Longyear Ltd,Metals & Mining,151040,3.619999886,3.74000001,1724751104
BOL AT Equity,Boom Logistics Ltd,Trading Companies & Distributors,201070,0.5,0.419999987,193830288
BLD AT Equity,Boral Ltd,Construction Materials,151020,4.389999866,4.5,3259662336
BOC AT Equity,Bougainville Copper Ltd,Metals & Mining,151040,1.299999952,1.600000024,641699968
BOW AT Equity,Bow Energy Ltd/AU,N/A,--,1.159999967,1.269999981,410117536
BKN AT Equity,Bradken Ltd,Machinery,201060,8.18999958,8.579999924,1198110336
BXB AT Equity,Brambles Ltd,Commercial Services & Supplies,202010,6.369999886,6.809999943,9768585216
BRG AT Equity,Breville Group Ltd,Household Durables,252010,2.619999886,2.599999905,336999776
BKW AT Equity,Brickworks Ltd,Construction Materials,151020,11.38000011,10.80000019,1593726848
BCS AT Equity,BrisConnections Unit Trust,N/A,--,0.939999998,0.935000002,364897664
BRS AT Equity,Broadspectrum Pty Ltd,Commercial Services & Supplies,202010,3.460000038,3.440000057,1518244608
BRM AT Equity,Brockman Mining Australia Pty Ltd,N/A,--,4.039999962,5.420000076,774860544
BRK AT Equity,Brookside Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.405000001,0.389999986,54418652
BWP AT Equity,BWP Trust,Equity Real Estate Investment Trusts (REITs),601010,1.86500001,1.794999957,766541440
CAA AT Equity,Capral Ltd,Metals & Mining,151040,0.140000001,0.150000006,58184744
CNX AT Equity,Carbon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.400000006,0.375,228655360
CDD AT Equity,Cardno Ltd,Commercial Services & Supplies,202010,4.800000191,4.980000019,526871072
1907708D AT Equity,Cardtronics Pty Ltd,N/A,--,1.860000014,1.840000033,248159696
CVN AT Equity,Carnarvon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.49000001,0.449999988,309041824
CAR AT Equity,carsales.com Ltd,Interactive Media & Services,502030,4.75,4.610000134,1072981184
CCV AT Equity,Cash Converters International Ltd,Consumer Finance,402020,0.574999988,0.649999976,246844640
CWP AT Equity,Cedar Woods Properties Ltd,Real Estate Management & Development,601020,3.079999924,3.5,212272896
1771993D AT Equity,Cellestis Pty Ltd,N/A,--,2.400000095,2.5,240379504
CXM AT Equity,Centrex Ltd,Metals & Mining,151040,0.38499999,0.354999989,110142408
CFU AT Equity,Ceramic Fuel Cells Ltd,Electrical Equipment,201040,0.180000007,0.170000002,204115520
CGX AT Equity,CGA Mining Ltd,N/A,--,2.930000067,3.019999981,1006462400
CDI AT Equity,Challenger Diversified Properties Group,Equity Real Estate Investment Trusts (REITs),601010,0.514999986,0.514999986,458698176
CIF AT Equity,Challenger Infrastructure Fund,N/A,--,1.120000005,1.110000014,351008416
CGF AT Equity,Challenger Ltd,Diversified Financial Services,402010,4.599999905,4.420000076,2239849984
CHC AT Equity,Charter Hall Group,Equity Real Estate Investment Trusts (REITs),601010,2.24000001,2.519999981,771980096
CQO AT Equity,Charter Hall Office REIT,N/A,--,2.619999886,2.839999914,1401027968
CQR AT Equity,Charter Hall Retail REIT,Equity Real Estate Investment Trusts (REITs),601010,3.039999962,2.859999895,874618624
CXS AT Equity,Chemgenex Pharmaceuticals Ltd,N/A,--,0.540000021,0.449999988,127507008
IVA AT Equity,Chinova Resources Pty Ltd,N/A,--,3.180000067,3.430000067,1435146624
CIM AT Equity,CIMIC Group Ltd,Construction & Engineering,201030,36.70000076,31.5,9477399552
CTO AT Equity,Citigold Corp Ltd,Metals & Mining,151040,0.098999999,0.125,120564040
CCX AT Equity,City Chic Collective Ltd,Specialty Retail,255040,1.330000043,1.129999995,216133168
1804154D AT Equity,Civeo Pty Ltd,N/A,--,3.849999905,3.859999895,640631488
CSS AT Equity,Clean Seas Seafood Ltd,Food Products,302020,0.109999999,0.100000001,41811248
CWY AT Equity,Cleanaway Waste Management Ltd,Commercial Services & Supplies,202010,1.230000019,1.120000005,1075915264
CLO AT Equity,Clough Ltd,N/A,--,0.665000021,0.644999981,497234496
CNP AT Equity,CNPR Group,N/A,--,0.165000007,0.159999996,155586320
1583949D AT Equity,Coal & Allied Industries Pty Ltd,N/A,--,112,112.5500031,9745107968
CPL AT Equity,Coalspur Mines Pty Ltd,"Oil, Gas & Consumable Fuels",101020,1.159999967,1.799999952,869143680
CGW AT Equity,Coats Group PLC,"Textiles, Apparel & Luxury Goods",252030,0.555000007,0.540000021,982023360
CCL AT Equity,Coca-Cola Europacific Partners API Pty Ltd,Beverages,302010,12.17000008,11.14000034,8421825536
COH AT Equity,Cochlear Ltd,Health Care Equipment & Supplies,351010,71.01999664,78.25,4434161152
CDA AT Equity,Codan Ltd/Australia,"Electronic Equipment, Instruments & Components",452030,1.529999971,1.360000014,223238560
1783715D AT Equity,Coffey International Ltd,Commercial Services & Supplies,202010,1.059999943,1.039999962,135419760
CBA AT Equity,Commonwealth Bank of Australia,Banks,401010,48.90000153,48.27999878,74780024832
CPU AT Equity,Computershare Ltd,IT Services,451020,10.11999989,9.869999886,5484404736
CEU AT Equity,ConnectEast Group,N/A,--,0.435000002,0.444999993,1753364992
CQT AT Equity,Conquest Mining Pty Ltd,N/A,--,0.550000012,0.639999986,357125376
CMJ AT Equity,Consolidated Media Holdings Pty Ltd,N/A,--,3.349999905,3.180000067,1786635392
COE AT Equity,Cooper Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.449999988,0.409999996,119956152
COU AT Equity,Count Financial Ltd,N/A,--,1.309999943,1.269999981,333010528
CTY AT Equity,Country Road Group Pty Ltd,Specialty Retail,255040,3.599999905,3.599999905,248604480
2161538D AT Equity,Crane Group Ltd,N/A,--,7.579999924,7.179999828,568014848
CCP AT Equity,Credit Corp Group Ltd,Consumer Finance,402020,3.140000105,3.710000038,166248064
CMW AT Equity,Cromwell Property Group,Equity Real Estate Investment Trusts (REITs),601010,0.725000024,0.720000029,654930880
CRH AT Equity,Crowe Horwath Australasia Ltd,Professional Services,202020,1.095000029,1.065000057,282376864
CWN AT Equity,Crown Resorts Ltd,"Hotels, Restaurants & Leisure",253010,8.329999924,8.210000038,6226416640
CSV AT Equity,CSG Ltd,IT Services,451020,1.794999957,1.440000057,352619552
CSL AT Equity,CSL Ltd,Biotechnology,352010,32.83000183,34.90999985,19130083328
