Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,5.78000021,5.75,136150800
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,4.809999943,4.570000172,550368320
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.220000029,2.150000095,974036032
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.564999998,0.540000021,135833328
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,1.200000048,0.870000005,1175828736
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,4.050000191,3.880000114,646104192
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.660000086,3.539999962,2256351744
AIS AT Equity,Aeris Resources Ltd,Metals & Mining,151040,0.046999998,0.039999999,46566004
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,15.93999958,15.85999966,8725678080
A1M AT Equity,AIC Mines Ltd,Metals & Mining,151040,0.215000004,0.25,138926896
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,3.549999952,3.589999914,1156072960
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,1.75,1.230000019,176267488
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,3.49000001,3.920000076,1124549120
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.420000076,2.529999971,491422400
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.61500001,0.579999983,216072624
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,2.150000095,2.049999952,214693216
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,1.539999962,1.350000024,158955888
ALQ AT Equity,ALS Ltd,Professional Services,202020,11.71000004,10.47000027,3597040640
ALU AT Equity,Altium Ltd,Software,451030,0.980000019,1.299999952,143063568
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.235000014,1.110000014,3114910464
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,0.395000011,0.354999989,117431016
1942012D AT Equity,Amcom Telecommunications Pty Ltd,Diversified Telecommunication Services,501010,1.74000001,1.799999952,440202784
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,9.199999809,9.279999733,11198035968
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,5.480000019,5.210000038,15267507200
1765290D AT Equity,Ampella Mining Ltd,N/A,--,0.300000012,0.25,62000124
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,4.900000095,4.5,8667502592
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,15.81999969,16.06999969,2102245376
AAU AT Equity,Antilles Gold Ltd,Metals & Mining,151040,0.109999999,0.090999998,66665172
APA AT Equity,APA Group,Gas Utilities,551020,6.150000095,5.960000038,4981074944
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,0.910000026,0.720000029,350532928
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,2.640000105,1.970000029,811254720
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,12.60000038,12.60999966,913989184
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.519999981,1.419999957,564839808
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,3.720000029,3.660000086,2018189952
ASZ AT Equity,ASG Group Ltd,IT Services,451020,0.360000014,0.419999987,86822736
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,0.219999999,0.209999993,250459728
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,3.589999914,3.640000105,244650944
ATR AT Equity,Astron Corp Ltd,Metals & Mining,151040,1.100000024,1.100000024,134727776
ASX AT Equity,ASX Ltd,Capital Markets,402030,36.45000076,36.18999863,6338197504
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,1.63499999,1.559999943,746352960
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,1.465000033,1.110000014,1009787392
AUB AT Equity,AUB Group Ltd,Insurance,403010,9.25,9.800000191,564173248
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,2.279999971,2.359999895,3121699840
AKP AT Equity,Audio Pixels Holdings Ltd,Household Durables,252010,4.599999905,3.49000001,89019432
AZJ AT Equity,Aurizon Holdings Ltd,Road & Rail,203040,4.03000021,4.03000021,8613256192
