Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,7.099999905,6.650000095,157461264
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,0.949999988,0.954999983,204945392
3PL AT Equity,3P Learning Ltd,Diversified Consumer Services,253020,0.980000019,1.059999943,147482224
88E AT Equity,88 Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.046,0.048,222369312
A2M AT Equity,a2 Milk Co Ltd/The,Food Products,302020,3.099999905,3.180000067,2283996928
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,2.630000114,2.579999924,310711168
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,3.450000048,3.5,2014496256
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,0.829999983,0.600000024,325374720
ACX AT Equity,Aconex Ltd,Interactive Media & Services,502030,4.389999866,4.269999981,848492544
ADA AT Equity,Adacel Technologies Ltd,Software,451030,2.670000076,2.450000048,194207040
ADH AT Equity,Adairs Ltd,Specialty Retail,255040,0.855000019,0.675000012,111965480
ABC AT Equity,Adbri Ltd,Construction Materials,151020,5.920000076,5.53000021,3596007168
ADS AT Equity,Adslot Ltd,Software,451030,0.066,0.055,70638080
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,26.76000023,26.35000038,17337524224
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,1.860000014,2.210000038,731699136
1901980D AT Equity,AirXpanders Inc,Health Care Equipment & Supplies,351010,0.850000024,0.800000012,230137184
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,0.239418,0.275000006,148583088
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,2.109999895,1.970000029,576917120
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,4.730000019,4.690000057,918156928
AJX AT Equity,Alexium International Group Ltd,Chemicals,151010,0.5,0.540000021,164067120
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.25,0.245000005,123777840
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,3.150000095,3.670000076,772610176
ALQ AT Equity,ALS Ltd,Professional Services,202020,6.25,6.75,3403492608
ALU AT Equity,Altium Ltd,Software,451030,8.199999809,8.460000038,1101625856
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.840000033,1.919999957,5529299456
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,1.059999943,0.975000024,501044800
AYS AT Equity,Amaysim Australia Ltd,Electric Utilities,551010,1.779999971,1.899999976,395228832
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,15.71000004,15.34000015,17765885952
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,5.360000134,5.050000191,14782636032
ATX AT Equity,Amplia Therapeutics Ltd,Biotechnology,352010,0.764999986,0.74000001,166963232
ALD AT Equity,Ampol Ltd,"Oil, Gas & Consumable Fuels",101020,29.87000084,33.06000137,8622395392
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,3.190000057,3,6161398272
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,23.79999924,23.36000061,3446811904
APA AT Equity,APA Group,Gas Utilities,551020,9.159999847,9.579999924,10675064832
AHX AT Equity,Apiam Animal Health Ltd,Health Care Providers & Services,351020,1.200000048,0.680000007,68801008
APO AT Equity,APN Outdoor Group Pty Ltd,Media,502010,5.449999809,4.639999866,773091264
APD AT Equity,APN Property Group Ltd,Equity Real Estate Investment Trusts (REITs),601010,0.400000006,0.389999986,122359688
ATL AT Equity,Apollo Tourism & Leisure Ltd,Automobiles,251020,1.28201437,1.399999976,211629056
APX AT Equity,Appen Ltd,IT Services,451020,2.660000086,3.670000076,358556928
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,15.48999977,15.67000008,1240816640
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,2.029999971,2.069999933,971147328
ARF AT Equity,Arena REIT,Equity Real Estate Investment Trusts (REITs),601010,2.130000114,2.200000048,516655328
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,19.63999939,21.79999924,13920262144
AHY AT Equity,Asaleo Care Ltd,Personal Products,303020,1.794999957,1.399999976,760371520
AFA AT Equity,ASF Group Ltd,Diversified Financial Services,402010,0.197530806,0.177777722,107423280
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,6.670000076,6.679999828,405158464
ASX AT Equity,ASX Ltd,Capital Markets,402030,50.72000122,51.11999893,9896585216
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,5.340000153,5.849999905,3351687680
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,0.016000001,0.014,129655872
ATU AT Equity,Atrum Coal Ltd,Metals & Mining,151040,0.300000012,0.230000004,53358308
AUB AT Equity,AUB Group Ltd,Insurance,403010,12.06000042,13.22999954,844688896
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,6.320000172,6.610000134,7887182336
AKP AT Equity,Audio Pixels Holdings Ltd,Household Durables,252010,16,17.25,463911328
AZJ AT Equity,Aurizon Holdings Ltd,Road & Rail,203040,5.150000095,5.5,11284600832
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,1.75,1.695000052,6107347968
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,1.715000033,1.804999948,630798144
