Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,1.289999962,1.210000038,103275800
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,8.960000038,8.979999542,1068988160
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.379999995,1.320000052,852197504
ACN AT Equity,Acer Energy Ltd,N/A,--,0.629999995,1.120000005,212411360
ARI AT Equity,ACN 004 410 833 Ltd,Metals & Mining,151040,6.409999847,7.21999979,6344307200
1255121D AT Equity,ACN 086 760 303 Pty Ltd,N/A,--,1.360000014,1.399999976,543312000
ACR AT Equity,Acrux Ltd,Pharmaceuticals,352020,0.829999983,0.939999998,149750656
ABC AT Equity,Adbri Ltd,Construction Materials,151020,3.470000029,3.650000095,1985339392
ADY AT Equity,Admiralty Resources NL,Metals & Mining,151040,0.230000004,0.174999997,184237792
AED AT Equity,AED Oil Ltd,N/A,--,2.369999886,2.609999895,396985728
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,12.5,14.40999985,6388732416
AWB AT Equity,Agrium Asia Pacific Ltd,N/A,--,3.289999962,3.109999895,1078897664
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,1.039999962,0.939999998,993791296
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,4.449999809,6.5,355682624
1878181D AT Equity,Albidon Ltd,N/A,--,3.900000095,5.099999905,840467776
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,3.130000114,3,273300288
ALS AT Equity,Alesco Corp Ltd,N/A,--,8.529999733,7.840000153,710130752
1278636D AT Equity,Allco Finance Group Ltd,N/A,--,1.049999952,0.439999998,164211296
AGS AT Equity,Alliance Resources Ltd,Metals & Mining,151040,0.870000005,1.350000024,368349248
1801846D AT Equity,Allied Gold Mining Ltd,N/A,--,0.689999998,0.689999998,259719936
ALQ AT Equity,ALS Ltd,Professional Services,202020,27.37000084,30.37000084,1583388544
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,5.730000019,5.679999828,6548529152
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,6.75,6.090000153,5140907520
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,7.829999924,7.340000153,13761421312
1850998D AT Equity,Andean Resources Ltd,N/A,--,1.600000024,1.870000005,737564864
ATM AT Equity,Aneka Tambang Tbk,Metals & Mining,151040,3.200000048,3,5723076096
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,7.449999809,7.699999809,10856939520
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,11.5,11,1499097600
2079925D AT Equity,Anvil Mining Ltd,N/A,--,13.10000038,10.69999981,761218304
APA AT Equity,APA Group,Gas Utilities,551020,3.269999981,2.880000114,1348534272
HDF AT Equity,APA Sub Group,N/A,--,2.599999905,2.670000076,565239296
AXM AT Equity,Apex Minerals NL,N/A,--,0.889999986,0.779999971,304003968
AEZ AT Equity,APN European Retail Property Group,N/A,--,0.485000014,0.419999987,227602752
APD AT Equity,APN Property Group Ltd,Equity Real Estate Investment Trusts (REITs),601010,1,0.899999976,120242872
AQP AT Equity,Aquarius Platinum Ltd,Metals & Mining,151040,16.94000053,17,4754531328
AQA AT Equity,Aquila Resources Ltd,Metals & Mining,151040,12.5,16.28000069,4022400512
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,3.900000095,4.150000095,276245184
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,2.400000095,2.200000048,509941760
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,7.510000229,7.449999809,3446493696
AOE AT Equity,Arrow Energy Holdings Pty Ltd,N/A,--,2.24000001,3.329999924,2323422464
ASZ AT Equity,ASG Group Ltd,IT Services,451020,1.279999971,1.169999957,150868688
APZ AT Equity,Aspen Group Ltd/Australia,Equity Real Estate Investment Trusts (REITs),601010,1.5,1.440000057,381024704
AJA AT Equity,Astro Japan Property Group,Equity Real Estate Investment Trusts (REITs),601010,1.174999952,1.139999986,590454784
ASX AT Equity,ASX Ltd,Capital Markets,402030,35.88999939,34.38000107,5884085248
AGO AT Equity,Atlas Iron Ltd,Metals & Mining,151040,3.089999914,4.079999924,1166651520
AUB AT Equity,AUB Group Ltd,Insurance,403010,4.010000229,4.25,213052080
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,1.799999952,1.700000048,2077901952
AAX AT Equity,Ausenco Ltd,Construction & Engineering,201030,15.77999973,16.29999924,1478752256
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,1.269999981,1.245000005,2605386496
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,2.779999971,3.220000029,618211008
1840084D AT Equity,Austar United Communications Pty Ltd,N/A,--,1.320000052,1.350000024,1782664576
AEO AT Equity,Austereo Group Ltd,N/A,--,1.720000029,1.809999943,633032064
ARH AT Equity,Australasian Resources Ltd,Metals & Mining,151040,1.669999957,1.679999948,740809600
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,21.89999962,21.68000031,41660641280
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,3.029999971,3.220000029,827025792
1803385D AT Equity,Australian Gas Networks Ltd,Gas Utilities,551020,0.860000014,0.725000024,632716608
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,1.309999943,1.065000057,274074016
AVG AT Equity,Australian Vintage Ltd,Beverages,302010,1.649999976,1.779999971,227140288
AUW AT Equity,Australian Wealth Management Ltd,N/A,--,1.809999943,1.725000024,981423424
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,10,10.56999969,309755968
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.900000095,2.460000038,469343168
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,3.549999952,3.960000038,1050834752
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.704999983,0.63499999,169306528
AVO AT Equity,Avoca Resources Ltd,N/A,--,2.460000038,2.720000029,601279104
AWE AT Equity,AWE Ltd,"Oil, Gas & Consumable Fuels",101020,3.650000095,4.289999962,1934525312
1624325D AT Equity,Awe Perth Pty Ltd,N/A,--,1.404999971,1.549999952,498039968
BNB AT Equity,Babcock & Brown Ltd,N/A,--,14.69999981,12.46000004,4152920576
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,16.21999931,15.93000031,2385984256
BMN AT Equity,Bannerman Energy Ltd,"Oil, Gas & Consumable Fuels",101020,1.5,1.929999948,281731776
BPT AT Equity,Beach Energy Ltd,"Oil, Gas & Consumable Fuels",101020,1.210000038,1.669999957,1487830528
BEC AT Equity,Becton Property Group,N/A,--,1.950000048,1.75999999,292854144
BFG AT Equity,Bell Financial Group Ltd,Capital Markets,402030,1.200000048,1.169999957,266327680
BEN AT Equity,Bendigo & Adelaide Bank Ltd,Banks,401010,12.22999954,14.11999989,3800297984
PAG AT Equity,Bengerang Ltd,N/A,--,1.980000019,1.899999976,285000000
BHP AT Equity,BHP Group Ltd,Metals & Mining,151040,42.27000046,43.5,2.33418E+11
BBG AT Equity,Billabong International Ltd,"Textiles, Apparel & Luxury Goods",252030,12,12.07999992,2505786880
BTA AT Equity,Biota Holdings Ltd/Old,N/A,--,1.054999948,1.004999995,181913536
BKL AT Equity,Blackmores Ltd,Personal Products,303020,19.20000076,18.60000038,300968480
1851985D AT Equity,Blackthorn Resources Ltd,Metals & Mining,151040,0.082000002,0.090000004,96196496
BLV AT Equity,Blossomvale Holdings Ltd,Energy Equipment & Services,101010,0.584999979,0.545000017,--
BSL AT Equity,BlueScope Steel Ltd,Metals & Mining,151040,11.05000019,11.35000038,8625358848
1923730D AT Equity,Boart Longyear Ltd,Metals & Mining,151040,1.88499999,2.069999933,3110889984
BOL AT Equity,Boom Logistics Ltd,Trading Companies & Distributors,201070,1.220000029,0.920000017,157161488
BLD AT Equity,Boral Ltd,Construction Materials,151020,6.21999979,6.03000021,3531983872
BOC AT Equity,Bougainville Copper Ltd,Metals & Mining,151040,1.019999981,1.429999948,573519360
BKN AT Equity,Bradken Ltd,Machinery,201060,8.25,8.909999847,945099712
BXB AT Equity,Brambles Ltd,Commercial Services & Supplies,202010,8.899999619,8.199999809,11365539840
BVA AT Equity,Bravura Solutions Ltd,Software,451030,1.460000038,1.299999952,184611312
BRG AT Equity,Breville Group Ltd,Household Durables,252010,1.370000005,1.450000048,187797184
BKW AT Equity,Brickworks Ltd,Construction Materials,151020,10.39999962,10.80000019,1433075712
BRS AT Equity,Broadspectrum Pty Ltd,Commercial Services & Supplies,202010,12.80000019,9.350000381,1851894656
BAO AT Equity,Brookfield Australian Opportunities Fund,N/A,--,0.894999981,0.910000026,--
BPA AT Equity,Brookfield Prime Property Fund,Equity Real Estate Investment Trusts (REITs),601010,0.449999988,0.540000021,152153040
BWP AT Equity,BWP Trust,Equity Real Estate Investment Trusts (REITs),601010,1.955000043,1.924999952,580263296
CDD AT Equity,Cardno Ltd,Commercial Services & Supplies,202010,5.409999847,5.300000191,389601408
1907708D AT Equity,Cardtronics Pty Ltd,N/A,--,0.067000002,0.104999997,130150336
CVN AT Equity,Carnarvon Energy Ltd,"Oil, Gas & Consumable Fuels",101020,0.620000005,0.730000019,491234976
2076150D AT Equity,CBH Resources Ltd,N/A,--,0.360000014,0.289999992,255040192
CEG AT Equity,CEC Group Ltd,N/A,--,0.600000024,0.600000024,47797620
CWP AT Equity,Cedar Woods Properties Ltd,Real Estate Management & Development,601020,3.200000048,3.25999999,179750208
1771993D AT Equity,Cellestis Pty Ltd,N/A,--,2.420000076,2.579999924,247684640
CNT AT Equity,Centamin PLC,Metals & Mining,151040,1.355000019,1.335000038,1168337536
CEY AT Equity,Centennial Coal Co Pty Ltd,N/A,--,4.510000229,5.099999905,1711607936
AAH AT Equity,Cephalon Australia Pty Ltd,N/A,--,1.059999943,1.024999976,240860640
CFU AT Equity,Ceramic Fuel Cells Ltd,Electrical Equipment,201040,0.49000001,0.419999987,144793200
CJO AT Equity,Cerro Resources NL,N/A,--,0.239999995,0.230000004,90685896
CGX AT Equity,CGA Mining Ltd,N/A,--,1.899999976,1.919999957,406963200
CDI AT Equity,Challenger Diversified Properties Group,Equity Real Estate Investment Trusts (REITs),601010,0.779999971,0.800000012,429578720
CIF AT Equity,Challenger Infrastructure Fund,N/A,--,3.119999886,2.940000057,--
CKT AT Equity,Challenger Kenedix Japan Trust,N/A,--,1.230000019,1.100000024,165107040
CGF AT Equity,Challenger Ltd,Diversified Financial Services,402010,2.079999924,1.980000019,1188749440
CHC AT Equity,Charter Hall Group,Equity Real Estate Investment Trusts (REITs),601010,1.445000052,1.455000043,636550400
CQO AT Equity,Charter Hall Office REIT,N/A,--,1.029999971,0.959999979,1960546560
